Wavelength (nm),Absorbance (AU)
901.663021,0.834883
905.592173,0.833735
909.516909,0.834227
913.437229,0.833050
917.353134,0.836188
921.264622,0.834165
925.171696,0.831683
929.074353,0.830039
932.972595,0.827503
938.163382,0.822961
942.051321,0.821058
945.934844,0.815693
949.813951,0.815005
953.688643,0.813749
957.558919,0.814964
961.424779,0.813477
965.286223,0.815134
969.143252,0.816386
972.995866,0.817734
978.125814,0.823383
981.968124,0.825923
985.806019,0.829318
989.639497,0.832421
993.468560,0.834852
997.293207,0.833530
1001.113439,0.832929
1004.929255,0.832472
1008.740655,0.829993
1012.547640,0.830803
1016.350208,0.828775
1021.413431,0.827686
1025.205697,0.827341
1028.993547,0.823718
1032.776981,0.822867
1036.556000,0.820742
1040.330603,0.821123
1044.100790,0.820240
1047.866561,0.819492
1051.627917,0.818430
1055.384857,0.818880
1060.387242,0.818373
1064.133879,0.817902
1067.876100,0.817745
1071.613906,0.817630
1075.347296,0.817734
1079.076270,0.817705
1082.800829,0.818368
1086.520972,0.819174
1090.236699,0.819556
1093.948010,0.819621
1097.654906,0.821937
1102.590565,0.822288
1106.287158,0.822863
1109.979334,0.824303
1113.667096,0.824503
1117.350441,0.825781
1121.029371,0.828741
1124.703885,0.831172
1128.373984,0.832637
1132.039667,0.838724
1135.700934,0.842400
1140.575755,0.849693
1144.226718,0.856152
1147.873267,0.862803
1151.515399,0.872149
1155.153116,0.881814
1158.786417,0.889328
1162.415303,0.897903
1166.039773,0.906309
1169.659827,0.912744
1173.275465,0.919943
1176.886688,0.927323
1181.694783,0.936399
1185.295703,0.942532
1188.892206,0.948887
1192.484295,0.952346
1196.071967,0.956149
1199.655224,0.957756
1203.234065,0.957093
1206.808491,0.959079
1210.378500,0.958023
1213.944094,0.957527
1218.691351,0.952877
1222.246642,0.951476
1225.797517,0.946738
1229.343977,0.943846
1232.886021,0.940657
1236.423649,0.938094
1239.956861,0.935983
1243.485658,0.934356
1247.010039,0.933919
1250.530005,0.934174
1254.045554,0.933165
1258.726085,0.932305
1262.231332,0.931751
1265.732163,0.930945
1269.228578,0.929959
1272.720577,0.928997
1276.208161,0.927742
1279.691329,0.927209
1283.170082,0.926396
1286.644418,0.924179
1290.114340,0.924750
1294.734032,0.923776
1298.193650,0.922934
1301.648852,0.922472
1305.099639,0.923147
1308.546010,0.924368
1311.987965,0.926622
1315.425504,0.928900
1318.858628,0.932783
1322.287336,0.936103
1325.711628,0.940146
1329.131505,0.946448
1333.684472,0.955349
1337.094045,0.962881
1340.499203,0.970140
1343.899945,0.979348
1347.296272,0.989071
1350.688183,0.999876
1354.075678,1.009919
1357.458757,1.018813
1360.837421,1.028502
1364.211669,1.036361
1367.581501,1.041983
1372.067742,1.050264
1375.427272,1.056311
1378.782385,1.062382
1382.133083,1.070171
1385.479365,1.079302
1388.821231,1.091805
1392.158682,1.105580
1395.491717,1.122367
1398.820337,1.141129
1402.144540,1.162926
1406.569943,1.191149
1409.883843,1.216167
1413.193328,1.237975
1416.498397,1.258691
1419.799051,1.276773
1423.095289,1.290792
1426.387111,1.302769
1429.674517,1.312904
1432.957508,1.320790
1436.236083,1.327385
1439.510242,1.333509
1443.868919,1.337880
1447.132775,1.340565
1450.392216,1.342380
1453.647240,1.343925
1456.897849,1.349045
1460.144043,1.347252
1463.385821,1.349165
1466.623183,1.351776
1469.856129,1.349811
1473.084660,1.352356
1477.382498,1.352846
1480.600726,1.355174
1483.814538,1.351896
1487.023934,1.352258
1490.228914,1.355514
1493.429479,1.353495
1496.625628,1.349179
1499.817361,1.349833
1503.004679,1.349124
1506.187581,1.350482
1509.366067,1.349706
1513.597180,1.346513
1516.765363,1.346895
1519.929131,1.344740
1523.088482,1.343870
1526.243418,1.340846
1529.393939,1.342833
1532.540044,1.341552
1535.681733,1.342379
1538.819006,1.339606
1541.951864,1.339878
1546.122138,1.338715
1549.244693,1.341101
1552.362831,1.338127
1555.476554,1.335574
1558.585862,1.339365
1561.690753,1.335454
1564.791230,1.337129
1567.887290,1.332389
1570.978935,1.337472
1574.066163,1.331794
1577.148977,1.331057
1581.252526,1.329372
1584.325036,1.326414
1587.393130,1.327424
1590.456809,1.326325
1593.516072,1.322083
1596.570919,1.322395
1599.621351,1.318480
1602.667367,1.316866
1605.708967,1.308276
1608.746152,1.304210
1612.788862,1.301951
1615.815744,1.303580
1618.838209,1.298079
1621.856260,1.291712
1624.869894,1.290817
1627.879113,1.289096
1630.883915,1.284860
1633.884303,1.279045
1636.880274,1.279107
1639.871830,1.279307
1642.858971,1.269043
1646.834956,1.261652
1649.811793,1.260534
1652.784214,1.251237
1655.752220,1.247738
1658.715810,1.237766
1661.674984,1.220503
1664.629742,1.198760
1667.580085,1.171532
1670.526013,1.142711
1673.467524,1.117001
1677.382671,1.072102
1680.313879,1.046512
1683.240672,1.041823
1686.163049,1.032414
1689.081010,1.038384
1691.994556,1.041208
1694.903686,1.053721
1697.808400,1.042092
1700.708699,1.078305
