Wavelength (nm),Sample Signal (unitless)
901.663021,8967.000000
905.592173,9734.000000
909.516909,10521.000000
913.437229,11531.000000
917.353134,12472.000000
921.264622,13693.000000
925.171696,15337.000000
929.074353,16950.000000
932.972595,18419.000000
938.163382,20752.000000
942.051321,22038.000000
945.934844,23590.000000
949.813951,24784.000000
953.688643,26224.000000
957.558919,27380.000000
961.424779,28448.000000
965.286223,29207.000000
969.143252,29802.000000
972.995866,30416.000000
978.125814,30850.000000
981.968124,31076.000000
985.806019,31195.000000
989.639497,31299.000000
993.468560,31413.000000
997.293207,31179.000000
1001.113439,31061.000000
1004.929255,31044.000000
1008.740655,31025.000000
1012.547640,30906.000000
1016.350208,31058.000000
1021.413431,31093.000000
1025.205697,31232.000000
1028.993547,31346.000000
1032.776981,31694.000000
1036.556000,31819.000000
1040.330603,32237.000000
1044.100790,32625.000000
1047.866561,32942.000000
1051.627917,33223.000000
1055.384857,33577.000000
1060.387242,33981.000000
1064.133879,34235.000000
1067.876100,34432.000000
1071.613906,34867.000000
1075.347296,35162.000000
1079.076270,35504.000000
1082.800829,35695.000000
1086.520972,36229.000000
1090.236699,36232.000000
1093.948010,36603.000000
1097.654906,36598.000000
1102.590565,36765.000000
1106.287158,36983.000000
1109.979334,36987.000000
1113.667096,37113.000000
1117.350441,37040.000000
1121.029371,37286.000000
1124.703885,37353.000000
1128.373984,37248.000000
1132.039667,37032.000000
1135.700934,36728.000000
1140.575755,36448.000000
1144.226718,36060.000000
1147.873267,35504.000000
1151.515399,35052.000000
1155.153116,34309.000000
1158.786417,33931.000000
1162.415303,33404.000000
1166.039773,33204.000000
1169.659827,32913.000000
1173.275465,32626.000000
1176.886688,32505.000000
1181.694783,32368.000000
1185.295703,32392.000000
1188.892206,32387.000000
1192.484295,32375.000000
1196.071967,32605.000000
1199.655224,32838.000000
1203.234065,33032.000000
1206.808491,33438.000000
1210.378500,33938.000000
1213.944094,34519.000000
1218.691351,35252.000000
1222.246642,36159.000000
1225.797517,36993.000000
1229.343977,37686.000000
1232.886021,38473.000000
1236.423649,39054.000000
1239.956861,39890.000000
1243.485658,40425.000000
1247.010039,40896.000000
1250.530005,41545.000000
1254.045554,42117.000000
1258.726085,42572.000000
1262.231332,42932.000000
1265.732163,43647.000000
1269.228578,44032.000000
1272.720577,44239.000000
1276.208161,45057.000000
1279.691329,45718.000000
1283.170082,45910.000000
1286.644418,46370.000000
1290.114340,46849.000000
1294.734032,47184.000000
1298.193650,47356.000000
1301.648852,47375.000000
1305.099639,47569.000000
1308.546010,47525.000000
1311.987965,47364.000000
1315.425504,47077.000000
1318.858628,46483.000000
1322.287336,46180.000000
1325.711628,45396.000000
1329.131505,44626.000000
1333.684472,43460.000000
1337.094045,42441.000000
1340.499203,41265.000000
1343.899945,40031.000000
1347.296272,38770.000000
1350.688183,37496.000000
1354.075678,36108.000000
1357.458757,34925.000000
1360.837421,33561.000000
1364.211669,32875.000000
1367.581501,32062.000000
1372.067742,31230.000000
1375.427272,30307.000000
1378.782385,29310.000000
1382.133083,28287.000000
1385.479365,26812.000000
1388.821231,25382.000000
1392.158682,23891.000000
1395.491717,22292.000000
1398.820337,20472.000000
1402.144540,18606.000000
1406.569943,16499.000000
1409.883843,14820.000000
1413.193328,13513.000000
1416.498397,12151.000000
1419.799051,11144.000000
1423.095289,10680.000000
1426.387111,9908.000000
1429.674517,9234.000000
1432.957508,9151.000000
1436.236083,8675.000000
1439.510242,8394.000000
1443.868919,8291.000000
1447.132775,8127.000000
1450.392216,8126.000000
1453.647240,7932.000000
1456.897849,7850.000000
1460.144043,7904.000000
1463.385821,7773.000000
1466.623183,7543.000000
1469.856129,7614.000000
1473.084660,7532.000000
1477.382498,7459.000000
1480.600726,7559.000000
1483.814538,7589.000000
1487.023934,7409.000000
1490.228914,7386.000000
1493.429479,7596.000000
1496.625628,7514.000000
1499.817361,7499.000000
1503.004679,7530.000000
1506.187581,7375.000000
1509.366067,7473.000000
1513.597180,7286.000000
1516.765363,7422.000000
1519.929131,7351.000000
1523.088482,7497.000000
1526.243418,7446.000000
1529.393939,7357.000000
1532.540044,7370.000000
1535.681733,7146.000000
1538.819006,7155.000000
1541.951864,7050.000000
1546.122138,6918.000000
1549.244693,6745.000000
1552.362831,6574.000000
1555.476554,6577.000000
1558.585862,6425.000000
1561.690753,6308.000000
1564.791230,6299.000000
1567.887290,6019.000000
1570.978935,6150.000000
1574.066163,5970.000000
1577.148977,5870.000000
1581.252526,5600.000000
1584.325036,5577.000000
1587.393130,5518.000000
1590.456809,5413.000000
1593.516072,5282.000000
1596.570919,5328.000000
1599.621351,5265.000000
1602.667367,5279.000000
1605.708967,5041.000000
1608.746152,5092.000000
1612.788862,5061.000000
1615.815744,5053.000000
1618.838209,4857.000000
1621.856260,4759.000000
1624.869894,4715.000000
1627.879113,4624.000000
1630.883915,4572.000000
1633.884303,4253.000000
1636.880274,4383.000000
1639.871830,4258.000000
1642.858971,4150.000000
1646.834956,4008.000000
1649.811793,3934.000000
1652.784214,3755.000000
1655.752220,3759.000000
1658.715810,3583.000000
1661.674984,3567.000000
1664.629742,3431.000000
1667.580085,3077.000000
1670.526013,3217.000000
1673.467524,3171.000000
1677.382671,2617.000000
1680.313879,2439.000000
1683.240672,2015.000000
1686.163049,1832.000000
1689.081010,1517.000000
1691.994556,1233.000000
1694.903686,1059.000000
1697.808400,1052.000000
1700.708699,905.000000
