Wavelength (nm),Sample Signal (unitless)
901.663021,8747.000000
905.592173,9691.000000
909.516909,10448.000000
913.437229,11385.000000
917.353134,12468.000000
921.264622,13623.000000
925.171696,15084.000000
929.074353,16691.000000
932.972595,18544.000000
938.163382,20771.000000
942.051321,22332.000000
945.934844,24096.000000
949.813951,25534.000000
953.688643,26915.000000
957.558919,28349.000000
961.424779,29629.000000
965.286223,30431.000000
969.143252,31617.000000
972.995866,32177.000000
978.125814,32745.000000
981.968124,33018.000000
985.806019,33326.000000
989.639497,33686.000000
993.468560,33699.000000
997.293207,33471.000000
1001.113439,33527.000000
1004.929255,33510.000000
1008.740655,33605.000000
1012.547640,33632.000000
1016.350208,33712.000000
1021.413431,33869.000000
1025.205697,33691.000000
1028.993547,34198.000000
1032.776981,34192.000000
1036.556000,34716.000000
1040.330603,35091.000000
1044.100790,35324.000000
1047.866561,35812.000000
1051.627917,35901.000000
1055.384857,36318.000000
1060.387242,36855.000000
1064.133879,37123.000000
1067.876100,37346.000000
1071.613906,37460.000000
1075.347296,37806.000000
1079.076270,38231.000000
1082.800829,38510.000000
1086.520972,38644.000000
1090.236699,38622.000000
1093.948010,38874.000000
1097.654906,39152.000000
1102.590565,39268.000000
1106.287158,39387.000000
1109.979334,39482.000000
1113.667096,39681.000000
1117.350441,39555.000000
1121.029371,39681.000000
1124.703885,39683.000000
1128.373984,39634.000000
1132.039667,39502.000000
1135.700934,39097.000000
1140.575755,38832.000000
1144.226718,38341.000000
1147.873267,38019.000000
1151.515399,37647.000000
1155.153116,37027.000000
1158.786417,36547.000000
1162.415303,36078.000000
1166.039773,35895.000000
1169.659827,35512.000000
1173.275465,35635.000000
1176.886688,35491.000000
1181.694783,35432.000000
1185.295703,35585.000000
1188.892206,35620.000000
1192.484295,35727.000000
1196.071967,36142.000000
1199.655224,36374.000000
1203.234065,36440.000000
1206.808491,37346.000000
1210.378500,37920.000000
1213.944094,38551.000000
1218.691351,39495.000000
1222.246642,39785.000000
1225.797517,41113.000000
1229.343977,42010.000000
1232.886021,42839.000000
1236.423649,43490.000000
1239.956861,44059.000000
1243.485658,44696.000000
1247.010039,45592.000000
1250.530005,46250.000000
1254.045554,46644.000000
1258.726085,47281.000000
1262.231332,47750.000000
1265.732163,48295.000000
1269.228578,48933.000000
1272.720577,49483.000000
1276.208161,49961.000000
1279.691329,50555.000000
1283.170082,51076.000000
1286.644418,51582.000000
1290.114340,51828.000000
1294.734032,52276.000000
1298.193650,52490.000000
1301.648852,52492.000000
1305.099639,52777.000000
1308.546010,52631.000000
1311.987965,52457.000000
1315.425504,52198.000000
1318.858628,51809.000000
1322.287336,50996.000000
1325.711628,50616.000000
1329.131505,49843.000000
1333.684472,48820.000000
1337.094045,47874.000000
1340.499203,46866.000000
1343.899945,45824.000000
1347.296272,44669.000000
1350.688183,43496.000000
1354.075678,42416.000000
1357.458757,41506.000000
1360.837421,40506.000000
1364.211669,39816.000000
1367.581501,39181.000000
1372.067742,38537.000000
1375.427272,37790.000000
1378.782385,36849.000000
1382.133083,35781.000000
1385.479365,34978.000000
1388.821231,33497.000000
1392.158682,32453.000000
1395.491717,31525.000000
1398.820337,30407.000000
1402.144540,29316.000000
1406.569943,28054.000000
1409.883843,27330.000000
1413.193328,26409.000000
1416.498397,25990.000000
1419.799051,25555.000000
1423.095289,25011.000000
1426.387111,24838.000000
1429.674517,24613.000000
1432.957508,24610.000000
1436.236083,24412.000000
1439.510242,24309.000000
1443.868919,24317.000000
1447.132775,24206.000000
1450.392216,24074.000000
1453.647240,24307.000000
1456.897849,24046.000000
1460.144043,24047.000000
1463.385821,24073.000000
1466.623183,23848.000000
1469.856129,23832.000000
1473.084660,23640.000000
1477.382498,23861.000000
1480.600726,23760.000000
1483.814538,23519.000000
1487.023934,23286.000000
1490.228914,23482.000000
1493.429479,23069.000000
1496.625628,23187.000000
1499.817361,22997.000000
1503.004679,22998.000000
1506.187581,22708.000000
1509.366067,22669.000000
1513.597180,22352.000000
1516.765363,22100.000000
1519.929131,22268.000000
1523.088482,21910.000000
1526.243418,21694.000000
1529.393939,21610.000000
1532.540044,21368.000000
1535.681733,20975.000000
1538.819006,20891.000000
1541.951864,20649.000000
1546.122138,20231.000000
1549.244693,19954.000000
1552.362831,19496.000000
1555.476554,19308.000000
1558.585862,19080.000000
1561.690753,18889.000000
1564.791230,18491.000000
1567.887290,18277.000000
1570.978935,17983.000000
1574.066163,17666.000000
1577.148977,17271.000000
1581.252526,16902.000000
1584.325036,16751.000000
1587.393130,16505.000000
1590.456809,16441.000000
1593.516072,15864.000000
1596.570919,15742.000000
1599.621351,15513.000000
1602.667367,15085.000000
1605.708967,14836.000000
1608.746152,14679.000000
1612.788862,14288.000000
1615.815744,13952.000000
1618.838209,13709.000000
1621.856260,13489.000000
1624.869894,13125.000000
1627.879113,12887.000000
1630.883915,12617.000000
1633.884303,12208.000000
1636.880274,12011.000000
1639.871830,11776.000000
1642.858971,11523.000000
1646.834956,11071.000000
1649.811793,10948.000000
1652.784214,10625.000000
1655.752220,10383.000000
1658.715810,10176.000000
1661.674984,9634.000000
1664.629742,9481.000000
1667.580085,9109.000000
1670.526013,9092.000000
1673.467524,8240.000000
1677.382671,7824.000000
1680.313879,7068.000000
1683.240672,6466.000000
1686.163049,5753.000000
1689.081010,4946.000000
1691.994556,4270.000000
1694.903686,3670.000000
1697.808400,3197.000000
1700.708699,2788.000000
