Wavelength (nm),Reflectance (AU)
901.663021,0.224886
905.592173,0.224127
909.516909,0.224180
913.437229,0.224533
917.353134,0.225056
921.264622,0.224120
925.171696,0.225113
929.074353,0.226373
932.972595,0.226738
938.163382,0.228767
942.051321,0.229406
945.934844,0.230356
949.813951,0.231068
953.688643,0.231646
957.558919,0.231620
961.424779,0.231440
965.286223,0.230493
969.143252,0.229825
972.995866,0.228403
978.125814,0.226583
981.968124,0.225304
985.806019,0.224163
989.639497,0.223276
993.468560,0.222342
997.293207,0.222767
1001.113439,0.223874
1004.929255,0.224311
1008.740655,0.225443
1012.547640,0.225870
1016.350208,0.226881
1021.413431,0.227720
1025.205697,0.228224
1028.993547,0.229435
1032.776981,0.229382
1036.556000,0.230217
1040.330603,0.231484
1044.100790,0.231129
1047.866561,0.231631
1051.627917,0.231691
1055.384857,0.231467
1060.387242,0.232078
1064.133879,0.231761
1067.876100,0.231538
1071.613906,0.231547
1075.347296,0.231414
1079.076270,0.230867
1082.800829,0.230629
1086.520972,0.230141
1090.236699,0.229802
1093.948010,0.229909
1097.654906,0.228835
1102.590565,0.228621
1106.287158,0.228291
1109.979334,0.227496
1113.667096,0.226825
1117.350441,0.226216
1121.029371,0.224791
1124.703885,0.223702
1128.373984,0.222622
1132.039667,0.220803
1135.700934,0.219066
1140.575755,0.216358
1144.226718,0.213566
1147.873267,0.210153
1151.515399,0.207240
1155.153116,0.203483
1158.786417,0.200450
1162.415303,0.197989
1166.039773,0.195033
1169.659827,0.192504
1173.275465,0.190385
1176.886688,0.188248
1181.694783,0.185689
1185.295703,0.184007
1188.892206,0.181942
1192.484295,0.180978
1196.071967,0.179445
1199.655224,0.178354
1203.234065,0.178044
1206.808491,0.177492
1210.378500,0.177185
1213.944094,0.177202
1218.691351,0.178147
1222.246642,0.179089
1225.797517,0.180308
1229.343977,0.181295
1232.886021,0.182098
1236.423649,0.182964
1239.956861,0.182954
1243.485658,0.183561
1247.010039,0.183852
1250.530005,0.184142
1254.045554,0.184376
1258.726085,0.184716
1262.231332,0.184783
1265.732163,0.184583
1269.228578,0.184564
1272.720577,0.184714
1276.208161,0.184731
1279.691329,0.185151
1283.170082,0.185270
1286.644418,0.185717
1290.114340,0.185446
1294.734032,0.185079
1298.193650,0.185133
1301.648852,0.184639
1305.099639,0.184316
1308.546010,0.183995
1311.987965,0.183371
1315.425504,0.182341
1318.858628,0.180859
1322.287336,0.179524
1325.711628,0.177443
1329.131505,0.175344
1333.684472,0.171983
1337.094045,0.169693
1340.499203,0.167117
1343.899945,0.164182
1347.296272,0.160862
1350.688183,0.157634
1354.075678,0.154272
1357.458757,0.151298
1360.837421,0.148437
1364.211669,0.146525
1367.581501,0.144508
1372.067742,0.142198
1375.427272,0.139955
1378.782385,0.137646
1382.133083,0.135036
1385.479365,0.131643
1388.821231,0.127824
1392.158682,0.122893
1395.491717,0.117934
1398.820337,0.111972
1402.144540,0.105679
1406.569943,0.096607
1409.883843,0.089699
1413.193328,0.082540
1416.498397,0.076719
1419.799051,0.070719
1423.095289,0.065912
1426.387111,0.061852
1429.674517,0.058799
1432.957508,0.055808
1436.236083,0.053862
1439.510242,0.052257
1443.868919,0.050785
1447.132775,0.049863
1450.392216,0.049407
1453.647240,0.048982
1456.897849,0.048642
1460.144043,0.048167
1463.385821,0.048168
1466.623183,0.047848
1469.856129,0.048042
1473.084660,0.048191
1477.382498,0.048920
1480.600726,0.048982
1483.814538,0.049588
1487.023934,0.049831
1490.228914,0.050835
1493.429479,0.050870
1496.625628,0.051574
1499.817361,0.052337
1503.004679,0.052717
1506.187581,0.053227
1509.366067,0.054083
1513.597180,0.055112
1516.765363,0.055442
1519.929131,0.056395
1523.088482,0.056915
1526.243418,0.057009
1529.393939,0.057750
1532.540044,0.057709
1535.681733,0.057695
1538.819006,0.058064
1541.951864,0.058510
1546.122138,0.058633
1549.244693,0.058624
1552.362831,0.058686
1555.476554,0.059372
1558.585862,0.059379
1561.690753,0.059506
1564.791230,0.059612
1567.887290,0.060168
1570.978935,0.060131
1574.066163,0.060653
1577.148977,0.061073
1581.252526,0.061619
1584.325036,0.062291
1587.393130,0.062539
1590.456809,0.063865
1593.516072,0.064150
1596.570919,0.065031
1599.621351,0.065951
1602.667367,0.066739
1605.708967,0.067808
1608.746152,0.068706
1612.788862,0.069657
1615.815744,0.070887
1618.838209,0.071563
1621.856260,0.072991
1624.869894,0.073728
1627.879113,0.074581
1630.883915,0.075632
1633.884303,0.076693
1636.880274,0.077822
1639.871830,0.078364
1642.858971,0.080416
1646.834956,0.081628
1649.811793,0.082154
1652.784214,0.083671
1655.752220,0.084668
1658.715810,0.086993
1661.674984,0.089664
1664.629742,0.094167
1667.580085,0.099336
1670.526013,0.105818
1673.467524,0.111778
1677.382671,0.119247
1680.313879,0.123028
1683.240672,0.124033
1686.163049,0.124676
1689.081010,0.123919
1691.994556,0.122397
1694.903686,0.120590
1697.808400,0.120087
1700.708699,0.114936
