Wavelength (nm),Sample Signal (unitless)
901.663021,14061.000000
905.592173,15286.000000
909.516909,16872.000000
913.437229,17970.000000
917.353134,19970.000000
921.264622,22019.000000
925.171696,24369.000000
929.074353,27002.000000
932.972595,29641.000000
938.163382,33196.000000
942.051321,35791.000000
945.934844,38373.000000
949.813951,40664.000000
953.688643,43072.000000
957.558919,45243.000000
961.424779,47187.000000
965.286223,48762.000000
969.143252,50020.000000
972.995866,50945.000000
978.125814,52034.000000
981.968124,52811.000000
985.806019,53220.000000
989.639497,53621.000000
993.468560,53520.000000
997.293207,53494.000000
1001.113439,53267.000000
1004.929255,53090.000000
1008.740655,53103.000000
1012.547640,53092.000000
1016.350208,53185.000000
1021.413431,53405.000000
1025.205697,53454.000000
1028.993547,53720.000000
1032.776981,54006.000000
1036.556000,54558.000000
1040.330603,54940.000000
1044.100790,55225.000000
1047.866561,55889.000000
1051.627917,56310.000000
1055.384857,56723.000000
1060.387242,57292.000000
1064.133879,57561.000000
1067.876100,57899.000000
1071.613906,58264.000000
1075.347296,58649.000000
1079.076270,58844.000000
1082.800829,59171.000000
1086.520972,59580.000000
1090.236699,59534.000000
1093.948010,60117.000000
1097.654906,60249.000000
1102.590565,60291.000000
1106.287158,60533.000000
1109.979334,60616.000000
1113.667096,60500.000000
1117.350441,60711.000000
1121.029371,60908.000000
1124.703885,60841.000000
1128.373984,60623.000000
1132.039667,60312.000000
1135.700934,60247.000000
1140.575755,59417.000000
1144.226718,59238.000000
1147.873267,58664.000000
1151.515399,57946.000000
1155.153116,57407.000000
1158.786417,56768.000000
1162.415303,56417.000000
1166.039773,56211.000000
1169.659827,56009.000000
1173.275465,55762.000000
1176.886688,55820.000000
1181.694783,55777.000000
1185.295703,56094.000000
1188.892206,56127.000000
1192.484295,56622.000000
1196.071967,57272.000000
1199.655224,57742.000000
1203.234065,58358.000000
1206.808491,59189.000000
1210.378500,60142.000000
1213.944094,61114.000000
1218.691351,62705.000000
1222.246642,64166.000000
1225.797517,65510.000000
1229.343977,66813.000000
1232.886021,68161.000000
1236.423649,69252.000000
1239.956861,70400.000000
1243.485658,71502.000000
1247.010039,72540.000000
1250.530005,73570.000000
1254.045554,74210.000000
1258.726085,75288.000000
1262.231332,76059.000000
1265.732163,76924.000000
1269.228578,77847.000000
1272.720577,78586.000000
1276.208161,79438.000000
1279.691329,80476.000000
1283.170082,81123.000000
1286.644418,81706.000000
1290.114340,82150.000000
1294.734032,82791.000000
1298.193650,82958.000000
1301.648852,83442.000000
1305.099639,83655.000000
1308.546010,83467.000000
1311.987965,83351.000000
1315.425504,82898.000000
1318.858628,82250.000000
1322.287336,81536.000000
1325.711628,80862.000000
1329.131505,79724.000000
1333.684472,78193.000000
1337.094045,77002.000000
1340.499203,75433.000000
1343.899945,73914.000000
1347.296272,72077.000000
1350.688183,70463.000000
1354.075678,68505.000000
1357.458757,67072.000000
1360.837421,65471.000000
1364.211669,64437.000000
1367.581501,63494.000000
1372.067742,61935.000000
1375.427272,60805.000000
1378.782385,59104.000000
1382.133083,57497.000000
1385.479365,55367.000000
1388.821231,53125.000000
1392.158682,50916.000000
1395.491717,48581.000000
1398.820337,46367.000000
1402.144540,43989.000000
1406.569943,40872.000000
1409.883843,38774.000000
1413.193328,36918.000000
1416.498397,35325.000000
1419.799051,34417.000000
1423.095289,33488.000000
1426.387111,32744.000000
1429.674517,32353.000000
1432.957508,32058.000000
1436.236083,31973.000000
1439.510242,32046.000000
1443.868919,31881.000000
1447.132775,31990.000000
1450.392216,31697.000000
1453.647240,31895.000000
1456.897849,31654.000000
1460.144043,31686.000000
1463.385821,31591.000000
1466.623183,31401.000000
1469.856129,31254.000000
1473.084660,31297.000000
1477.382498,31239.000000
1480.600726,31151.000000
1483.814538,31020.000000
1487.023934,31002.000000
1490.228914,30855.000000
1493.429479,30533.000000
1496.625628,30313.000000
1499.817361,30094.000000
1503.004679,29942.000000
1506.187581,29877.000000
1509.366067,29765.000000
1513.597180,29386.000000
1516.765363,29091.000000
1519.929131,29119.000000
1523.088482,29160.000000
1526.243418,28810.000000
1529.393939,28378.000000
1532.540044,28145.000000
1535.681733,27804.000000
1538.819006,27551.000000
1541.951864,27331.000000
1546.122138,26756.000000
1549.244693,26516.000000
1552.362831,26159.000000
1555.476554,25634.000000
1558.585862,25434.000000
1561.690753,25006.000000
1564.791230,24668.000000
1567.887290,24352.000000
1570.978935,24004.000000
1574.066163,23682.000000
1577.148977,23112.000000
1581.252526,22746.000000
1584.325036,22238.000000
1587.393130,21861.000000
1590.456809,21712.000000
1593.516072,21306.000000
1596.570919,20832.000000
1599.621351,20580.000000
1602.667367,20403.000000
1605.708967,20026.000000
1608.746152,19869.000000
1612.788862,19317.000000
1615.815744,19028.000000
1618.838209,18612.000000
1621.856260,18330.000000
1624.869894,18045.000000
1627.879113,17750.000000
1630.883915,17267.000000
1633.884303,16863.000000
1636.880274,16754.000000
1639.871830,16347.000000
1642.858971,16007.000000
1646.834956,15633.000000
1649.811793,15298.000000
1652.784214,14815.000000
1655.752220,14497.000000
1658.715810,14384.000000
1661.674984,13907.000000
1664.629742,13447.000000
1667.580085,12932.000000
1670.526013,12541.000000
1673.467524,11999.000000
1677.382671,10921.000000
1680.313879,10048.000000
1683.240672,9028.000000
1686.163049,7991.000000
1689.081010,7082.000000
1691.994556,5960.000000
1694.903686,5203.000000
1697.808400,4345.000000
1700.708699,3722.000000
