Wavelength (nm),Absorbance (AU)
901.663021,0.861200
905.592173,0.865682
909.516909,0.869575
913.437229,0.867855
917.353134,0.873579
921.264622,0.876092
925.171696,0.879616
929.074353,0.881596
932.972595,0.884865
938.163382,0.887907
942.051321,0.888991
945.934844,0.890297
949.813951,0.892987
953.688643,0.895106
957.558919,0.898338
961.424779,0.899842
965.286223,0.905297
969.143252,0.910031
972.995866,0.916339
978.125814,0.919137
981.968124,0.924746
985.806019,0.925885
989.639497,0.927760
993.468560,0.931515
997.293207,0.933845
1001.113439,0.934720
1004.929255,0.932090
1008.740655,0.932537
1012.547640,0.932461
1016.350208,0.931238
1021.413431,0.930192
1025.205697,0.928226
1028.993547,0.924940
1032.776981,0.924406
1036.556000,0.923177
1040.330603,0.922352
1044.100790,0.920317
1047.866561,0.918530
1051.627917,0.916962
1055.384857,0.915219
1060.387242,0.913850
1064.133879,0.912649
1067.876100,0.908970
1071.613906,0.908211
1075.347296,0.906279
1079.076270,0.906458
1082.800829,0.904665
1086.520972,0.903471
1090.236699,0.901667
1093.948010,0.900227
1097.654906,0.899362
1102.590565,0.897853
1106.287158,0.897105
1109.979334,0.896360
1113.667096,0.896193
1117.350441,0.895876
1121.029371,0.897636
1124.703885,0.896945
1128.373984,0.898835
1132.039667,0.900343
1135.700934,0.904218
1140.575755,0.911072
1144.226718,0.914909
1147.873267,0.921845
1151.515399,0.928075
1155.153116,0.934849
1158.786417,0.941974
1162.415303,0.946654
1166.039773,0.953794
1169.659827,0.957889
1173.275465,0.964395
1176.886688,0.967798
1181.694783,0.975632
1185.295703,0.978486
1188.892206,0.981802
1192.484295,0.985003
1196.071967,0.989171
1199.655224,0.991070
1203.234065,0.992420
1206.808491,0.994037
1210.378500,0.993839
1213.944094,0.992981
1218.691351,0.991486
1222.246642,0.990944
1225.797517,0.987439
1229.343977,0.986847
1232.886021,0.985609
1236.423649,0.983947
1239.956861,0.983744
1243.485658,0.982182
1247.010039,0.982373
1250.530005,0.982755
1254.045554,0.982008
1258.726085,0.981912
1262.231332,0.982535
1265.732163,0.981341
1269.228578,0.982586
1272.720577,0.981475
1276.208161,0.982433
1279.691329,0.980391
1283.170082,0.979481
1286.644418,0.978501
1290.114340,0.978311
1294.734032,0.978401
1298.193650,0.978691
1301.648852,0.978886
1305.099639,0.979461
1308.546010,0.980567
1311.987965,0.983575
1315.425504,0.985936
1318.858628,0.989883
1322.287336,0.994117
1325.711628,0.998093
1329.131505,1.004828
1333.684472,1.014388
1337.094045,1.020976
1340.499203,1.030485
1343.899945,1.038084
1347.296272,1.047505
1350.688183,1.058462
1354.075678,1.069577
1357.458757,1.078677
1360.837421,1.086217
1364.211669,1.092760
1367.581501,1.097727
1372.067742,1.106793
1375.427272,1.113408
1378.782385,1.120300
1382.133083,1.130654
1385.479365,1.141999
1388.821231,1.156288
1392.158682,1.174464
1395.491717,1.197282
1398.820337,1.220394
1402.144540,1.245553
1406.569943,1.284709
1409.883843,1.315321
1413.193328,1.341329
1416.498397,1.369494
1419.799051,1.394783
1423.095289,1.412852
1426.387111,1.426324
1429.674517,1.442055
1432.957508,1.453353
1436.236083,1.467185
1439.510242,1.470242
1443.868919,1.475836
1447.132775,1.476112
1450.392216,1.476699
1453.647240,1.481799
1456.897849,1.484336
1460.144043,1.483885
1463.385821,1.485955
1466.623183,1.483957
1469.856129,1.486651
1473.084660,1.485404
1477.382498,1.484652
1480.600726,1.485600
1483.814538,1.481607
1487.023934,1.481618
1490.228914,1.482631
1493.429479,1.475447
1496.625628,1.476503
1499.817361,1.471267
1503.004679,1.470593
1506.187581,1.469480
1509.366067,1.467279
1513.597180,1.465255
1516.765363,1.467572
1519.929131,1.464232
1523.088482,1.460709
1526.243418,1.458569
1529.393939,1.460460
1532.540044,1.454827
1535.681733,1.455256
1538.819006,1.457460
1541.951864,1.457066
1546.122138,1.455056
1549.244693,1.456715
1552.362831,1.465613
1555.476554,1.456228
1558.585862,1.462378
1561.690753,1.460994
1564.791230,1.462404
1567.887290,1.461911
1570.978935,1.458569
1574.066163,1.460462
1577.148977,1.455043
1581.252526,1.461638
1584.325036,1.457068
1587.393130,1.462413
1590.456809,1.454189
1593.516072,1.460880
1596.570919,1.455325
1599.621351,1.451674
1602.667367,1.448193
1605.708967,1.447987
1608.746152,1.445873
1612.788862,1.440313
1615.815744,1.443251
1618.838209,1.436396
1621.856260,1.434501
1624.869894,1.438948
1627.879113,1.435808
1630.883915,1.436098
1633.884303,1.427559
1636.880274,1.425517
1639.871830,1.428480
1642.858971,1.425818
1646.834956,1.415225
1649.811793,1.416798
1652.784214,1.413344
1655.752220,1.406523
1658.715810,1.398193
1661.674984,1.376371
1664.629742,1.363452
1667.580085,1.340354
1670.526013,1.304300
1673.467524,1.272015
1677.382671,1.220946
1680.313879,1.210327
1683.240672,1.177209
1686.163049,1.157761
1689.081010,1.168989
1691.994556,1.176299
1694.903686,1.177053
1697.808400,1.178264
1700.708699,1.176442
