Wavelength (nm),Reflectance (AU)
901.663021,0.078848
905.592173,0.078126
909.516909,0.076609
913.437229,0.076739
917.353134,0.075389
921.264622,0.075272
925.171696,0.075157
929.074353,0.075021
932.972595,0.075512
938.163382,0.075081
942.051321,0.075682
945.934844,0.075736
949.813951,0.076062
953.688643,0.075048
957.558919,0.074869
961.424779,0.074497
965.286223,0.073659
969.143252,0.073259
972.995866,0.072102
978.125814,0.071504
981.968124,0.070804
985.806019,0.070111
989.639497,0.069397
993.468560,0.069358
997.293207,0.069070
1001.113439,0.068915
1004.929255,0.069014
1008.740655,0.069562
1012.547640,0.069506
1016.350208,0.069709
1021.413431,0.070311
1025.205697,0.070843
1028.993547,0.070649
1032.776981,0.071206
1036.556000,0.071394
1040.330603,0.071835
1044.100790,0.072091
1047.866561,0.072480
1051.627917,0.072518
1055.384857,0.073139
1060.387242,0.073187
1064.133879,0.073601
1067.876100,0.073607
1071.613906,0.073874
1075.347296,0.074042
1079.076270,0.073974
1082.800829,0.073999
1086.520972,0.073918
1090.236699,0.074378
1093.948010,0.074906
1097.654906,0.074477
1102.590565,0.074887
1106.287158,0.075372
1109.979334,0.075259
1113.667096,0.075112
1117.350441,0.075454
1121.029371,0.075105
1124.703885,0.074526
1128.373984,0.074162
1132.039667,0.073734
1135.700934,0.072930
1140.575755,0.071497
1144.226718,0.069910
1147.873267,0.069064
1151.515399,0.067356
1155.153116,0.065807
1158.786417,0.064341
1162.415303,0.062887
1166.039773,0.062100
1169.659827,0.060339
1173.275465,0.059331
1176.886688,0.058517
1181.694783,0.057137
1185.295703,0.056411
1188.892206,0.055881
1192.484295,0.055090
1196.071967,0.054462
1199.655224,0.054284
1203.234065,0.053884
1206.808491,0.054054
1210.378500,0.053706
1213.944094,0.053851
1218.691351,0.054475
1222.246642,0.054348
1225.797517,0.054775
1229.343977,0.055245
1232.886021,0.055380
1236.423649,0.055748
1239.956861,0.055899
1243.485658,0.056114
1247.010039,0.056115
1250.530005,0.056208
1254.045554,0.056445
1258.726085,0.056742
1262.231332,0.056703
1265.732163,0.056777
1269.228578,0.056835
1272.720577,0.056834
1276.208161,0.057373
1279.691329,0.057198
1283.170082,0.057577
1286.644418,0.057712
1290.114340,0.057902
1294.734032,0.057678
1298.193650,0.057906
1301.648852,0.057782
1305.099639,0.057707
1308.546010,0.057269
1311.987965,0.056964
1315.425504,0.056828
1318.858628,0.056002
1322.287336,0.055375
1325.711628,0.054693
1329.131505,0.053794
1333.684472,0.052231
1337.094045,0.051081
1340.499203,0.049890
1343.899945,0.048691
1347.296272,0.047418
1350.688183,0.046203
1354.075678,0.044743
1357.458757,0.043507
1360.837421,0.042708
1364.211669,0.041922
1367.581501,0.041293
1372.067742,0.040380
1375.427272,0.039712
1378.782385,0.038633
1382.133083,0.037836
1385.479365,0.036762
1388.821231,0.035587
1392.158682,0.034184
1395.491717,0.032591
1398.820337,0.031034
1402.144540,0.029516
1406.569943,0.027385
1409.883843,0.025667
1413.193328,0.024538
1416.498397,0.023443
1419.799051,0.022622
1423.095289,0.021626
1426.387111,0.020932
1429.674517,0.020629
1432.957508,0.020019
1436.236083,0.019673
1439.510242,0.019303
1443.868919,0.019201
1447.132775,0.018982
1450.392216,0.018976
1453.647240,0.018637
1456.897849,0.018540
1460.144043,0.018436
1463.385821,0.018301
1466.623183,0.018287
1469.856129,0.018197
1473.084660,0.017905
1477.382498,0.018375
1480.600726,0.018233
1483.814538,0.018225
1487.023934,0.018310
1490.228914,0.018389
1493.429479,0.018156
1496.625628,0.018134
1499.817361,0.018269
1503.004679,0.018389
1506.187581,0.018363
1509.366067,0.018275
1513.597180,0.018748
1516.765363,0.018631
1519.929131,0.018468
1523.088482,0.018770
1526.243418,0.018922
1529.393939,0.019132
1532.540044,0.018856
1535.681733,0.019134
1538.819006,0.018741
1541.951864,0.018991
1546.122138,0.018834
1549.244693,0.019102
1552.362831,0.018772
1555.476554,0.019013
1558.585862,0.018769
1561.690753,0.018636
1564.791230,0.018919
1567.887290,0.019172
1570.978935,0.018909
1574.066163,0.019581
1577.148977,0.019251
1581.252526,0.019402
1584.325036,0.019423
1587.393130,0.019397
1590.456809,0.019384
1593.516072,0.019450
1596.570919,0.019419
1599.621351,0.019905
1602.667367,0.019879
1605.708967,0.019713
1608.746152,0.019795
1612.788862,0.020126
1615.815744,0.019828
1618.838209,0.020475
1621.856260,0.020381
1624.869894,0.020498
1627.879113,0.020739
1630.883915,0.020346
1633.884303,0.020783
1636.880274,0.020991
1639.871830,0.020701
1642.858971,0.021037
1646.834956,0.021521
1649.811793,0.020747
1652.784214,0.021482
1655.752220,0.022475
1658.715810,0.022026
1661.674984,0.023606
1664.629742,0.024547
1667.580085,0.026257
1670.526013,0.028765
1673.467524,0.030284
1677.382671,0.034199
1680.313879,0.036873
1683.240672,0.040770
1686.163049,0.041058
1689.081010,0.039498
1691.994556,0.041755
1694.903686,0.040640
1697.808400,0.040084
1700.708699,0.038788
