Wavelength (nm),Absorbance (AU)
901.663021,0.759063
905.592173,0.759543
909.516909,0.761466
913.437229,0.761542
917.353134,0.764034
921.264622,0.764855
925.171696,0.766313
929.074353,0.767845
932.972595,0.765211
938.163382,0.764426
942.051321,0.761220
945.934844,0.760132
949.813951,0.759202
953.688643,0.758589
957.558919,0.759809
961.424779,0.760427
965.286223,0.761422
969.143252,0.764144
972.995866,0.768493
978.125814,0.770804
981.968124,0.772627
985.806019,0.774665
989.639497,0.778400
993.468560,0.779943
997.293207,0.782555
1001.113439,0.780348
1004.929255,0.778145
1008.740655,0.776900
1012.547640,0.776511
1016.350208,0.775321
1021.413431,0.774026
1025.205697,0.772849
1028.993547,0.770522
1032.776981,0.770479
1036.556000,0.769439
1040.330603,0.769549
1044.100790,0.768081
1047.866561,0.767641
1051.627917,0.766198
1055.384857,0.767332
1060.387242,0.767180
1064.133879,0.767184
1067.876100,0.765853
1071.613906,0.766285
1075.347296,0.766202
1079.076270,0.766616
1082.800829,0.767333
1086.520972,0.766745
1090.236699,0.767803
1093.948010,0.766824
1097.654906,0.768259
1102.590565,0.768147
1106.287158,0.768133
1109.979334,0.769685
1113.667096,0.770366
1117.350441,0.770812
1121.029371,0.772653
1124.703885,0.772675
1128.373984,0.775169
1132.039667,0.779167
1135.700934,0.780320
1140.575755,0.787642
1144.226718,0.793771
1147.873267,0.797971
1151.515399,0.803326
1155.153116,0.809762
1158.786417,0.815870
1162.415303,0.822164
1166.039773,0.827764
1169.659827,0.830897
1173.275465,0.834168
1176.886688,0.838854
1181.694783,0.844325
1185.295703,0.848352
1188.892206,0.850875
1192.484295,0.855317
1196.071967,0.857140
1199.655224,0.859130
1203.234065,0.860055
1206.808491,0.860424
1210.378500,0.860952
1213.944094,0.861167
1218.691351,0.858333
1222.246642,0.859705
1225.797517,0.855292
1229.343977,0.852894
1232.886021,0.851226
1236.423649,0.849513
1239.956861,0.847765
1243.485658,0.846191
1247.010039,0.847053
1250.530005,0.846687
1254.045554,0.845836
1258.726085,0.845453
1262.231332,0.844570
1265.732163,0.843431
1269.228578,0.842305
1272.720577,0.841437
1276.208161,0.841486
1279.691329,0.841236
1283.170082,0.840430
1286.644418,0.841147
1290.114340,0.839314
1294.734032,0.839281
1298.193650,0.838921
1301.648852,0.838843
1305.099639,0.840299
1308.546010,0.841334
1311.987965,0.844548
1315.425504,0.846183
1318.858628,0.849870
1322.287336,0.853296
1325.711628,0.856989
1329.131505,0.861605
1333.684472,0.870145
1337.094045,0.875031
1340.499203,0.882006
1343.899945,0.888691
1347.296272,0.897805
1350.688183,0.905473
1354.075678,0.913888
1357.458757,0.920533
1360.837421,0.926997
1364.211669,0.932090
1367.581501,0.936482
1372.067742,0.943453
1375.427272,0.948941
1378.782385,0.955777
1382.133083,0.962130
1385.479365,0.970795
1388.821231,0.980226
1392.158682,0.992670
1395.491717,1.006741
1398.820337,1.020826
1402.144540,1.037160
1406.569943,1.061544
1409.883843,1.078515
1413.193328,1.094912
1416.498397,1.110742
1419.799051,1.122869
1423.095289,1.136063
1426.387111,1.143079
1429.674517,1.151052
1432.957508,1.155482
1436.236083,1.159810
1439.510242,1.163072
1443.868919,1.164520
1447.132775,1.166958
1450.392216,1.169728
1453.647240,1.171891
1456.897849,1.174305
1460.144043,1.174261
1463.385821,1.174038
1466.623183,1.175612
1469.856129,1.174612
1473.084660,1.174073
1477.382498,1.170537
1480.600726,1.169717
1483.814538,1.170535
1487.023934,1.167365
1490.228914,1.168491
1493.429479,1.166402
1496.625628,1.165444
1499.817361,1.163756
1503.004679,1.164784
1506.187581,1.165718
1509.366067,1.163859
1513.597180,1.161195
1516.765363,1.160299
1519.929131,1.156811
1523.088482,1.153519
1526.243418,1.152865
1529.393939,1.150860
1532.540044,1.151084
1535.681733,1.151024
1538.819006,1.151556
1541.951864,1.151770
1546.122138,1.151996
1549.244693,1.152307
1552.362831,1.152116
1555.476554,1.151245
1558.585862,1.151542
1561.690753,1.150992
1564.791230,1.147236
1567.887290,1.146597
1570.978935,1.143275
1574.066163,1.142585
1577.148977,1.138852
1581.252526,1.135794
1584.325036,1.136454
1587.393130,1.134364
1590.456809,1.134866
1593.516072,1.134790
1596.570919,1.134863
1599.621351,1.134032
1602.667367,1.129072
1605.708967,1.127498
1608.746152,1.125920
1612.788862,1.123893
1615.815744,1.117655
1618.838209,1.114161
1621.856260,1.110817
1624.869894,1.110625
1627.879113,1.108935
1630.883915,1.109871
1633.884303,1.105371
1636.880274,1.103535
1639.871830,1.100994
1642.858971,1.101912
1646.834956,1.100278
1649.811793,1.098710
1652.784214,1.095955
1655.752220,1.089915
1658.715810,1.075919
1661.674984,1.066562
1664.629742,1.048003
1667.580085,1.017831
1670.526013,0.989712
1673.467524,0.961050
1677.382671,0.915906
1680.313879,0.894939
1683.240672,0.880011
1686.163049,0.876865
1689.081010,0.884019
1691.994556,0.884071
1694.903686,0.889738
1697.808400,0.915403
1700.708699,0.911083
