Wavelength (nm),Sample Signal (unitless)
901.663021,20818.000000
905.592173,22536.000000
909.516909,24334.000000
913.437229,26628.000000
917.353134,29055.000000
921.264622,32209.000000
925.171696,35839.000000
929.074353,39888.000000
932.972595,43858.000000
938.163382,49398.000000
942.051321,53346.000000
945.934844,57458.000000
949.813951,61422.000000
953.688643,65176.000000
957.558919,68767.000000
961.424779,71954.000000
965.286223,74814.000000
969.143252,76891.000000
972.995866,78850.000000
978.125814,80708.000000
981.968124,81686.000000
985.806019,82653.000000
989.639497,83246.000000
993.468560,83715.000000
997.293207,83245.000000
1001.113439,83043.000000
1004.929255,83217.000000
1008.740655,83064.000000
1012.547640,83053.000000
1016.350208,83245.000000
1021.413431,83352.000000
1025.205697,83695.000000
1028.993547,84117.000000
1032.776981,84597.000000
1036.556000,85101.000000
1040.330603,85847.000000
1044.100790,86575.000000
1047.866561,87201.000000
1051.627917,87832.000000
1055.384857,88473.000000
1060.387242,89048.000000
1064.133879,89490.000000
1067.876100,89958.000000
1071.613906,90354.000000
1075.347296,90802.000000
1079.076270,91157.000000
1082.800829,91553.000000
1086.520972,91853.000000
1090.236699,92069.000000
1093.948010,92338.000000
1097.654906,92637.000000
1102.590565,92635.000000
1106.287158,92984.000000
1109.979334,92886.000000
1113.667096,93034.000000
1117.350441,92847.000000
1121.029371,93255.000000
1124.703885,92687.000000
1128.373984,92612.000000
1132.039667,92107.000000
1135.700934,91719.000000
1140.575755,90594.000000
1144.226718,89856.000000
1147.873267,88951.000000
1151.515399,87862.000000
1155.153116,86823.000000
1158.786417,86036.000000
1162.415303,85349.000000
1166.039773,84876.000000
1169.659827,84796.000000
1173.275465,84515.000000
1176.886688,84357.000000
1181.694783,84395.000000
1185.295703,84590.000000
1188.892206,84799.000000
1192.484295,85293.000000
1196.071967,85907.000000
1199.655224,86905.000000
1203.234065,87749.000000
1206.808491,88942.000000
1210.378500,90604.000000
1213.944094,92139.000000
1218.691351,94593.000000
1222.246642,96393.000000
1225.797517,98219.000000
1229.343977,100503.000000
1232.886021,102112.000000
1236.423649,103827.000000
1239.956861,105690.000000
1243.485658,107241.000000
1247.010039,108618.000000
1250.530005,110018.000000
1254.045554,111223.000000
1258.726085,112668.000000
1262.231332,113863.000000
1265.732163,115059.000000
1269.228578,116209.000000
1272.720577,117507.000000
1276.208161,118720.000000
1279.691329,120138.000000
1283.170082,121243.000000
1286.644418,122231.000000
1290.114340,123038.000000
1294.734032,124081.000000
1298.193650,124836.000000
1301.648852,125232.000000
1305.099639,125350.000000
1308.546010,125627.000000
1311.987965,125495.000000
1315.425504,124745.000000
1318.858628,124145.000000
1322.287336,123157.000000
1325.711628,122258.000000
1329.131505,120791.000000
1333.684472,118362.000000
1337.094045,116680.000000
1340.499203,114614.000000
1343.899945,112378.000000
1347.296272,110121.000000
1350.688183,107768.000000
1354.075678,105250.000000
1357.458757,102870.000000
1360.837421,100664.000000
1364.211669,98944.000000
1367.581501,97343.000000
1372.067742,95309.000000
1375.427272,93396.000000
1378.782385,91277.000000
1382.133083,88811.000000
1385.479365,85937.000000
1388.821231,83176.000000
1392.158682,80151.000000
1395.491717,76925.000000
1398.820337,73445.000000
1402.144540,70133.000000
1406.569943,65044.000000
1409.883843,61434.000000
1413.193328,57758.000000
1416.498397,54571.000000
1419.799051,51656.000000
1423.095289,49197.000000
1426.387111,47123.000000
1429.674517,45581.000000
1432.957508,44291.000000
1436.236083,43292.000000
1439.510242,42414.000000
1443.868919,41749.000000
1447.132775,41390.000000
1450.392216,41069.000000
1453.647240,40806.000000
1456.897849,40361.000000
1460.144043,40134.000000
1463.385821,40073.000000
1466.623183,39827.000000
1469.856129,39608.000000
1473.084660,39458.000000
1477.382498,39191.000000
1480.600726,39261.000000
1483.814538,39191.000000
1487.023934,38725.000000
1490.228914,38784.000000
1493.429479,38626.000000
1496.625628,38471.000000
1499.817361,38388.000000
1503.004679,38410.000000
1506.187581,38252.000000
1509.366067,38098.000000
1513.597180,37764.000000
1516.765363,37586.000000
1519.929131,36842.000000
1523.088482,37106.000000
1526.243418,36891.000000
1529.393939,36605.000000
1532.540044,36319.000000
1535.681733,36009.000000
1538.819006,35510.000000
1541.951864,35183.000000
1546.122138,34410.000000
1549.244693,33981.000000
1552.362831,33392.000000
1555.476554,32862.000000
1558.585862,32162.000000
1561.690753,31454.000000
1564.791230,31229.000000
1567.887290,30517.000000
1570.978935,29968.000000
1574.066163,29472.000000
1577.148977,29202.000000
1581.252526,28609.000000
1584.325036,28183.000000
1587.393130,27880.000000
1590.456809,27420.000000
1593.516072,27037.000000
1596.570919,26672.000000
1599.621351,26328.000000
1602.667367,25916.000000
1605.708967,25916.000000
1608.746152,25475.000000
1612.788862,25199.000000
1615.815744,24825.000000
1618.838209,24473.000000
1621.856260,24015.000000
1624.869894,23768.000000
1627.879113,23425.000000
1630.883915,22796.000000
1633.884303,22448.000000
1636.880274,22311.000000
1639.871830,22026.000000
1642.858971,21534.000000
1646.834956,21094.000000
1649.811793,20417.000000
1652.784214,20290.000000
1655.752220,19849.000000
1658.715810,19343.000000
1661.674984,18709.000000
1664.629742,18406.000000
1667.580085,17690.000000
1670.526013,17012.000000
1673.467524,16170.000000
1677.382671,14934.000000
1680.313879,13760.000000
1683.240672,12515.000000
1686.163049,11073.000000
1689.081010,9777.000000
1691.994556,8219.000000
1694.903686,7093.000000
1697.808400,6106.000000
1700.708699,5082.000000
