Wavelength (nm),Reflectance (AU)
901.663021,0.114506
905.592173,0.115144
909.516909,0.113237
913.437229,0.113979
917.353134,0.113786
921.264622,0.113061
925.171696,0.112345
929.074353,0.111492
932.972595,0.111653
938.163382,0.111774
942.051321,0.112213
945.934844,0.111166
949.813951,0.111326
953.688643,0.110756
957.558919,0.110524
961.424779,0.110106
965.286223,0.108787
969.143252,0.107977
972.995866,0.107090
978.125814,0.105724
981.968124,0.105049
985.806019,0.103699
989.639497,0.103171
993.468560,0.102853
997.293207,0.102297
1001.113439,0.102451
1004.929255,0.102876
1008.740655,0.103081
1012.547640,0.103408
1016.350208,0.103702
1021.413431,0.104473
1025.205697,0.105173
1028.993547,0.105072
1032.776981,0.105676
1036.556000,0.106435
1040.330603,0.106984
1044.100790,0.107064
1047.866561,0.107624
1051.627917,0.107980
1055.384857,0.108297
1060.387242,0.108725
1064.133879,0.109181
1067.876100,0.109048
1071.613906,0.109684
1075.347296,0.109757
1079.076270,0.109630
1082.800829,0.110098
1086.520972,0.109793
1090.236699,0.110397
1093.948010,0.110437
1097.654906,0.110400
1102.590565,0.110439
1106.287158,0.110712
1109.979334,0.110522
1113.667096,0.110772
1117.350441,0.110210
1121.029371,0.109989
1124.703885,0.109444
1128.373984,0.108924
1132.039667,0.107854
1135.700934,0.106927
1140.575755,0.104974
1144.226718,0.103038
1147.873267,0.100985
1151.515399,0.099127
1155.153116,0.097127
1158.786417,0.095617
1162.415303,0.093367
1166.039773,0.091987
1169.659827,0.090426
1173.275465,0.089143
1176.886688,0.087880
1181.694783,0.086342
1185.295703,0.085528
1188.892206,0.084782
1192.484295,0.083859
1196.071967,0.083484
1199.655224,0.083058
1203.234065,0.082436
1206.808491,0.082365
1210.378500,0.082327
1213.944094,0.082741
1218.691351,0.082842
1222.246642,0.083592
1225.797517,0.083575
1229.343977,0.084097
1232.886021,0.084139
1236.423649,0.084902
1239.956861,0.085019
1243.485658,0.085124
1247.010039,0.085233
1250.530005,0.085630
1254.045554,0.085928
1258.726085,0.085997
1262.231332,0.085982
1265.732163,0.086285
1269.228578,0.086380
1272.720577,0.086726
1276.208161,0.086832
1279.691329,0.087196
1283.170082,0.087397
1286.644418,0.087453
1290.114340,0.087976
1294.734032,0.087937
1298.193650,0.088233
1301.648852,0.087880
1305.099639,0.087641
1308.546010,0.087344
1311.987965,0.086753
1315.425504,0.086054
1318.858628,0.085401
1322.287336,0.084312
1325.711628,0.083290
1329.131505,0.082057
1333.684472,0.080016
1337.094045,0.078427
1340.499203,0.077054
1343.899945,0.075287
1347.296272,0.073584
1350.688183,0.071693
1354.075678,0.070058
1357.458757,0.068668
1360.837421,0.067332
1364.211669,0.066311
1367.581501,0.065271
1372.067742,0.064296
1375.427272,0.063185
1378.782385,0.062230
1382.133083,0.061404
1385.479365,0.060028
1388.821231,0.058426
1392.158682,0.056711
1395.491717,0.054748
1398.820337,0.052866
1402.144540,0.051203
1406.569943,0.048917
1409.883843,0.047616
1413.193328,0.046693
1416.498397,0.045903
1419.799051,0.045076
1423.095289,0.044486
1426.387111,0.044238
1429.674517,0.043894
1432.957508,0.043540
1436.236083,0.043379
1439.510242,0.043001
1443.868919,0.042904
1447.132775,0.042616
1450.392216,0.042545
1453.647240,0.042464
1456.897849,0.042641
1460.144043,0.042541
1463.385821,0.042390
1466.623183,0.042134
1469.856129,0.042316
1473.084660,0.042133
1477.382498,0.042126
1480.600726,0.042297
1483.814538,0.041884
1487.023934,0.042130
1490.228914,0.042461
1493.429479,0.042314
1496.625628,0.042395
1499.817361,0.042228
1503.004679,0.042346
1506.187581,0.042255
1509.366067,0.041595
1513.597180,0.042414
1516.765363,0.042284
1519.929131,0.042461
1523.088482,0.042034
1526.243418,0.042160
1529.393939,0.042321
1532.540044,0.041546
1535.681733,0.042240
1538.819006,0.042125
1541.951864,0.042055
1546.122138,0.041833
1549.244693,0.042026
1552.362831,0.041924
1555.476554,0.041867
1558.585862,0.041800
1561.690753,0.041902
1564.791230,0.041409
1567.887290,0.041941
1570.978935,0.041738
1574.066163,0.041385
1577.148977,0.041554
1581.252526,0.041863
1584.325036,0.041407
1587.393130,0.041478
1590.456809,0.041062
1593.516072,0.041191
1596.570919,0.041440
1599.621351,0.041636
1602.667367,0.041231
1605.708967,0.041447
1608.746152,0.040832
1612.788862,0.040718
1615.815744,0.040848
1618.838209,0.041066
1621.856260,0.040930
1624.869894,0.041164
1627.879113,0.041141
1630.883915,0.041041
1633.884303,0.040996
1636.880274,0.041222
1639.871830,0.040931
1642.858971,0.041468
1646.834956,0.040926
1649.811793,0.041034
1652.784214,0.041516
1655.752220,0.042071
1658.715810,0.042390
1661.674984,0.044358
1664.629742,0.045834
1667.580085,0.047911
1670.526013,0.050131
1673.467524,0.054068
1677.382671,0.057461
1680.313879,0.059594
1683.240672,0.060231
1686.163049,0.061933
1689.081010,0.060538
1691.994556,0.059870
1694.903686,0.057245
1697.808400,0.060020
1700.708699,0.056458
