Wavelength (nm),Sample Signal (unitless)
901.663021,10680.000000
905.592173,11515.000000
909.516909,12344.000000
913.437229,13529.000000
917.353134,14647.000000
921.264622,16398.000000
925.171696,17932.000000
929.074353,19918.000000
932.972595,21888.000000
938.163382,24337.000000
942.051321,26286.000000
945.934844,27940.000000
949.813951,29717.000000
953.688643,31453.000000
957.558919,32906.000000
961.424779,34066.000000
965.286223,35256.000000
969.143252,36180.000000
972.995866,36746.000000
978.125814,37748.000000
981.968124,37905.000000
985.806019,38364.000000
989.639497,38347.000000
993.468560,38568.000000
997.293207,38341.000000
1001.113439,38054.000000
1004.929255,38099.000000
1008.740655,37989.000000
1012.547640,37982.000000
1016.350208,37933.000000
1021.413431,38009.000000
1025.205697,38203.000000
1028.993547,38165.000000
1032.776981,38442.000000
1036.556000,38688.000000
1040.330603,39119.000000
1044.100790,39463.000000
1047.866561,39791.000000
1051.627917,39880.000000
1055.384857,40291.000000
1060.387242,40672.000000
1064.133879,40724.000000
1067.876100,41041.000000
1071.613906,41301.000000
1075.347296,41453.000000
1079.076270,41482.000000
1082.800829,41919.000000
1086.520972,42077.000000
1090.236699,42171.000000
1093.948010,42212.000000
1097.654906,42389.000000
1102.590565,42402.000000
1106.287158,42558.000000
1109.979334,42520.000000
1113.667096,42598.000000
1117.350441,42562.000000
1121.029371,42493.000000
1124.703885,42571.000000
1128.373984,42339.000000
1132.039667,42315.000000
1135.700934,41879.000000
1140.575755,41414.000000
1144.226718,41019.000000
1147.873267,40519.000000
1151.515399,40171.000000
1155.153116,39482.000000
1158.786417,39050.000000
1162.415303,38956.000000
1166.039773,38745.000000
1169.659827,38268.000000
1173.275465,38101.000000
1176.886688,38219.000000
1181.694783,38180.000000
1185.295703,38276.000000
1188.892206,38419.000000
1192.484295,38712.000000
1196.071967,38967.000000
1199.655224,39366.000000
1203.234065,39760.000000
1206.808491,40400.000000
1210.378500,41154.000000
1213.944094,41902.000000
1218.691351,42944.000000
1222.246642,43745.000000
1225.797517,44415.000000
1229.343977,45129.000000
1232.886021,45876.000000
1236.423649,46729.000000
1239.956861,47272.000000
1243.485658,47728.000000
1247.010039,48980.000000
1250.530005,49262.000000
1254.045554,50015.000000
1258.726085,50676.000000
1262.231332,51224.000000
1265.732163,51815.000000
1269.228578,52406.000000
1272.720577,53150.000000
1276.208161,53370.000000
1279.691329,54068.000000
1283.170082,54534.000000
1286.644418,54893.000000
1290.114340,55319.000000
1294.734032,55696.000000
1298.193650,55797.000000
1301.648852,56132.000000
1305.099639,55984.000000
1308.546010,56066.000000
1311.987965,55766.000000
1315.425504,55599.000000
1318.858628,55129.000000
1322.287336,54721.000000
1325.711628,53957.000000
1329.131505,53522.000000
1333.684472,52309.000000
1337.094045,51469.000000
1340.499203,50504.000000
1343.899945,49397.000000
1347.296272,48515.000000
1350.688183,47445.000000
1354.075678,46134.000000
1357.458757,45194.000000
1360.837421,44301.000000
1364.211669,43586.000000
1367.581501,43005.000000
1372.067742,42160.000000
1375.427272,41276.000000
1378.782385,40227.000000
1382.133083,39233.000000
1385.479365,38014.000000
1388.821231,36707.000000
1392.158682,35309.000000
1395.491717,34099.000000
1398.820337,32511.000000
1402.144540,31289.000000
1406.569943,29507.000000
1409.883843,28327.000000
1413.193328,27288.000000
1416.498397,26450.000000
1419.799051,25992.000000
1423.095289,25467.000000
1426.387111,25152.000000
1429.674517,24897.000000
1432.957508,24584.000000
1436.236083,24472.000000
1439.510242,24413.000000
1443.868919,24388.000000
1447.132775,24346.000000
1450.392216,24308.000000
1453.647240,24211.000000
1456.897849,24005.000000
1460.144043,24129.000000
1463.385821,24022.000000
1466.623183,23979.000000
1469.856129,23807.000000
1473.084660,23797.000000
1477.382498,23750.000000
1480.600726,23651.000000
1483.814538,23531.000000
1487.023934,23278.000000
1490.228914,23376.000000
1493.429479,23214.000000
1496.625628,23148.000000
1499.817361,23232.000000
1503.004679,22888.000000
1506.187581,22842.000000
1509.366067,22594.000000
1513.597180,22276.000000
1516.765363,22107.000000
1519.929131,22124.000000
1523.088482,21767.000000
1526.243418,21580.000000
1529.393939,21449.000000
1532.540044,21209.000000
1535.681733,20999.000000
1538.819006,20723.000000
1541.951864,20649.000000
1546.122138,20096.000000
1549.244693,19873.000000
1552.362831,19511.000000
1555.476554,19234.000000
1558.585862,18981.000000
1561.690753,18832.000000
1564.791230,18623.000000
1567.887290,18061.000000
1570.978935,17848.000000
1574.066163,17608.000000
1577.148977,17244.000000
1581.252526,16918.000000
1584.325036,16670.000000
1587.393130,16173.000000
1590.456809,16198.000000
1593.516072,15826.000000
1596.570919,15508.000000
1599.621351,15349.000000
1602.667367,15005.000000
1605.708967,14807.000000
1608.746152,14614.000000
1612.788862,14208.000000
1615.815744,13880.000000
1618.838209,13462.000000
1621.856260,13352.000000
1624.869894,13043.000000
1627.879113,12814.000000
1630.883915,12386.000000
1633.884303,12291.000000
1636.880274,11991.000000
1639.871830,11644.000000
1642.858971,11609.000000
1646.834956,11097.000000
1649.811793,10838.000000
1652.784214,10600.000000
1655.752220,10255.000000
1658.715810,10006.000000
1661.674984,9817.000000
1664.629742,9257.000000
1667.580085,9040.000000
1670.526013,8528.000000
1673.467524,7913.000000
1677.382671,7180.000000
1680.313879,6580.000000
1683.240672,5548.000000
1686.163049,5033.000000
1689.081010,4308.000000
1691.994556,3734.000000
1694.903686,3157.000000
1697.808400,2725.000000
1700.708699,2230.000000
