Wavelength (nm),Absorbance (AU)
901.663021,0.960536
905.592173,0.961642
909.516909,0.967644
913.437229,0.969891
917.353134,0.970286
921.264622,0.974497
925.171696,0.976912
929.074353,0.976504
932.972595,0.974706
938.163382,0.976753
942.051321,0.975689
945.934844,0.976448
949.813951,0.977519
953.688643,0.976504
957.558919,0.978506
961.424779,0.980316
965.286223,0.983405
969.143252,0.988643
972.995866,0.992936
978.125814,0.995892
981.968124,1.000829
985.806019,1.003121
989.639497,1.006049
993.468560,1.008884
997.293207,1.008809
1001.113439,1.007183
1004.929255,1.006258
1008.740655,1.005245
1012.547640,1.003862
1016.350208,1.003926
1021.413431,1.001478
1025.205697,1.001882
1028.993547,0.999404
1032.776981,0.997317
1036.556000,0.995569
1040.330603,0.992676
1044.100790,0.993965
1047.866561,0.990486
1051.627917,0.991494
1055.384857,0.989045
1060.387242,0.989393
1064.133879,0.989983
1067.876100,0.990153
1071.613906,0.987523
1075.347296,0.987170
1079.076270,0.987923
1082.800829,0.988215
1086.520972,0.987952
1090.236699,0.987421
1093.948010,0.987989
1097.654906,0.987526
1102.590565,0.988099
1106.287158,0.988366
1109.979334,0.989332
1113.667096,0.990924
1117.350441,0.990546
1121.029371,0.991430
1124.703885,0.991994
1128.373984,0.995275
1132.039667,0.999474
1135.700934,1.004084
1140.575755,1.011599
1144.226718,1.018863
1147.873267,1.026092
1151.515399,1.033731
1155.153116,1.040690
1158.786417,1.049231
1162.415303,1.055499
1166.039773,1.062935
1169.659827,1.066822
1173.275465,1.075027
1176.886688,1.077208
1181.694783,1.085162
1185.295703,1.087077
1188.892206,1.091207
1192.484295,1.095462
1196.071967,1.098946
1199.655224,1.101097
1203.234065,1.099955
1206.808491,1.099864
1210.378500,1.101095
1213.944094,1.104938
1218.691351,1.098750
1222.246642,1.099047
1225.797517,1.097226
1229.343977,1.095149
1232.886021,1.094517
1236.423649,1.093889
1239.956861,1.092767
1243.485658,1.091579
1247.010039,1.091047
1250.530005,1.090812
1254.045554,1.090704
1258.726085,1.089207
1262.231332,1.088721
1265.732163,1.089584
1269.228578,1.089805
1272.720577,1.089340
1276.208161,1.088721
1279.691329,1.087535
1283.170082,1.087894
1286.644418,1.084544
1290.114340,1.084815
1294.734032,1.086255
1298.193650,1.085845
1301.648852,1.087177
1305.099639,1.088209
1308.546010,1.090320
1311.987965,1.091500
1315.425504,1.095730
1318.858628,1.098869
1322.287336,1.103150
1325.711628,1.107140
1329.131505,1.111997
1333.684472,1.121417
1337.094045,1.127612
1340.499203,1.136524
1343.899945,1.143395
1347.296272,1.150004
1350.688183,1.158074
1354.075678,1.166869
1357.458757,1.171795
1360.837421,1.178506
1364.211669,1.182053
1367.581501,1.187060
1372.067742,1.191555
1375.427272,1.198699
1378.782385,1.201838
1382.133083,1.208664
1385.479365,1.213501
1388.821231,1.222129
1392.158682,1.231062
1395.491717,1.239104
1398.820337,1.246528
1402.144540,1.256715
1406.569943,1.267439
1409.883843,1.274871
1413.193328,1.280662
1416.498397,1.285058
1419.799051,1.289096
1423.095289,1.294546
1426.387111,1.296937
1429.674517,1.302382
1432.957508,1.303511
1436.236083,1.307375
1439.510242,1.307140
1443.868919,1.309202
1447.132775,1.310176
1450.392216,1.313755
1453.647240,1.312680
1456.897849,1.314455
1460.144043,1.316115
1463.385821,1.316625
1466.623183,1.317827
1469.856129,1.315633
1473.084660,1.316420
1477.382498,1.315493
1480.600726,1.315636
1483.814538,1.316661
1487.023934,1.315147
1490.228914,1.316203
1493.429479,1.316364
1496.625628,1.315692
1499.817361,1.315114
1503.004679,1.312350
1506.187581,1.313582
1509.366067,1.313505
1513.597180,1.311893
1516.765363,1.313790
1519.929131,1.313476
1523.088482,1.313570
1526.243418,1.314132
1529.393939,1.313093
1532.540044,1.311923
1535.681733,1.313760
1538.819006,1.313762
1541.951864,1.313271
1546.122138,1.313925
1549.244693,1.314241
1552.362831,1.315369
1555.476554,1.313065
1558.585862,1.315837
1561.690753,1.312503
1564.791230,1.313895
1567.887290,1.314594
1570.978935,1.313556
1574.066163,1.311754
1577.148977,1.312926
1581.252526,1.315669
1584.325036,1.312465
1587.393130,1.313221
1590.456809,1.310250
1593.516072,1.313698
1596.570919,1.310816
1599.621351,1.310472
1602.667367,1.305705
1605.708967,1.308965
1608.746152,1.308052
1612.788862,1.309377
1615.815744,1.307469
1618.838209,1.301170
1621.856260,1.302776
1624.869894,1.306429
1627.879113,1.301760
1630.883915,1.305285
1633.884303,1.301093
1636.880274,1.300429
1639.871830,1.297886
1642.858971,1.299738
1646.834956,1.293027
1649.811793,1.294265
1652.784214,1.286946
1655.752220,1.282787
1658.715810,1.276033
1661.674984,1.260514
1664.629742,1.235124
1667.580085,1.211833
1670.526013,1.184333
1673.467524,1.151754
1677.382671,1.110040
1680.313879,1.084077
1683.240672,1.061247
1686.163049,1.078580
1689.081010,1.050140
1691.994556,1.077064
1694.903686,1.058985
1697.808400,1.079284
1700.708699,1.103392
