Wavelength (nm),Sample Signal (unitless)
901.663021,10153.000000
905.592173,10993.000000
909.516909,11995.000000
913.437229,12808.000000
917.353134,14166.000000
921.264622,15805.000000
925.171696,17453.000000
929.074353,19230.000000
932.972595,21061.000000
938.163382,23319.000000
942.051321,25007.000000
945.934844,26557.000000
949.813951,28150.000000
953.688643,29592.000000
957.558919,30877.000000
961.424779,32091.000000
965.286223,32801.000000
969.143252,33470.000000
972.995866,33674.000000
978.125814,34232.000000
981.968124,34497.000000
985.806019,34628.000000
989.639497,34750.000000
993.468560,34781.000000
997.293207,34489.000000
1001.113439,34249.000000
1004.929255,34347.000000
1008.740655,34136.000000
1012.547640,34274.000000
1016.350208,34335.000000
1021.413431,34302.000000
1025.205697,34466.000000
1028.993547,34868.000000
1032.776981,34910.000000
1036.556000,35116.000000
1040.330603,35472.000000
1044.100790,35866.000000
1047.866561,36228.000000
1051.627917,36511.000000
1055.384857,36870.000000
1060.387242,37283.000000
1064.133879,37472.000000
1067.876100,37849.000000
1071.613906,37987.000000
1075.347296,38301.000000
1079.076270,38539.000000
1082.800829,38748.000000
1086.520972,38852.000000
1090.236699,39119.000000
1093.948010,39333.000000
1097.654906,39387.000000
1102.590565,39639.000000
1106.287158,39673.000000
1109.979334,39699.000000
1113.667096,39645.000000
1117.350441,39684.000000
1121.029371,39615.000000
1124.703885,39612.000000
1128.373984,39429.000000
1132.039667,39074.000000
1135.700934,38624.000000
1140.575755,37901.000000
1144.226718,37456.000000
1147.873267,36917.000000
1151.515399,36217.000000
1155.153116,35659.000000
1158.786417,34906.000000
1162.415303,34447.000000
1166.039773,34068.000000
1169.659827,33797.000000
1173.275465,33496.000000
1176.886688,33097.000000
1181.694783,33097.000000
1185.295703,33195.000000
1188.892206,33148.000000
1192.484295,33158.000000
1196.071967,33252.000000
1199.655224,33703.000000
1203.234065,34162.000000
1206.808491,34547.000000
1210.378500,35046.000000
1213.944094,35719.000000
1218.691351,36607.000000
1222.246642,37438.000000
1225.797517,38221.000000
1229.343977,38829.000000
1232.886021,39666.000000
1236.423649,40138.000000
1239.956861,40858.000000
1243.485658,41498.000000
1247.010039,41945.000000
1250.530005,42509.000000
1254.045554,42841.000000
1258.726085,43684.000000
1262.231332,44147.000000
1265.732163,44747.000000
1269.228578,45238.000000
1272.720577,45904.000000
1276.208161,46251.000000
1279.691329,46821.000000
1283.170082,47288.000000
1286.644418,47906.000000
1290.114340,48134.000000
1294.734032,48409.000000
1298.193650,48766.000000
1301.648852,48701.000000
1305.099639,48700.000000
1308.546010,48709.000000
1311.987965,48420.000000
1315.425504,48074.000000
1318.858628,47544.000000
1322.287336,46800.000000
1325.711628,46322.000000
1329.131505,45672.000000
1333.684472,44067.000000
1337.094045,43268.000000
1340.499203,42124.000000
1343.899945,41129.000000
1347.296272,40006.000000
1350.688183,38935.000000
1354.075678,37663.000000
1357.458757,36611.000000
1360.837421,35708.000000
1364.211669,35016.000000
1367.581501,34162.000000
1372.067742,33322.000000
1375.427272,32496.000000
1378.782385,31739.000000
1382.133083,30541.000000
1385.479365,29552.000000
1388.821231,28226.000000
1392.158682,27206.000000
1395.491717,25697.000000
1398.820337,24394.000000
1402.144540,23106.000000
1406.569943,21497.000000
1409.883843,20538.000000
1413.193328,19495.000000
1416.498397,18607.000000
1419.799051,17953.000000
1423.095289,17583.000000
1426.387111,17207.000000
1429.674517,16800.000000
1432.957508,16684.000000
1436.236083,16535.000000
1439.510242,16364.000000
1443.868919,16336.000000
1447.132775,16322.000000
1450.392216,16244.000000
1453.647240,16246.000000
1456.897849,16068.000000
1460.144043,15899.000000
1463.385821,16152.000000
1466.623183,15932.000000
1469.856129,15923.000000
1473.084660,15857.000000
1477.382498,15741.000000
1480.600726,15886.000000
1483.814538,15795.000000
1487.023934,15687.000000
1490.228914,15689.000000
1493.429479,15577.000000
1496.625628,15537.000000
1499.817361,15434.000000
1503.004679,15573.000000
1506.187581,15358.000000
1509.366067,15432.000000
1513.597180,15245.000000
1516.765363,14946.000000
1519.929131,14947.000000
1523.088482,15056.000000
1526.243418,14670.000000
1529.393939,14686.000000
1532.540044,14473.000000
1535.681733,14362.000000
1538.819006,14286.000000
1541.951864,14071.000000
1546.122138,13914.000000
1549.244693,13458.000000
1552.362831,13461.000000
1555.476554,13383.000000
1558.585862,13168.000000
1561.690753,12973.000000
1564.791230,12732.000000
1567.887290,12562.000000
1570.978935,11970.000000
1574.066163,12126.000000
1577.148977,11936.000000
1581.252526,11721.000000
1584.325036,11383.000000
1587.393130,11293.000000
1590.456809,11152.000000
1593.516072,10969.000000
1596.570919,10910.000000
1599.621351,10579.000000
1602.667367,10249.000000
1605.708967,10144.000000
1608.746152,10144.000000
1612.788862,9919.000000
1615.815744,9521.000000
1618.838209,9558.000000
1621.856260,9246.000000
1624.869894,8951.000000
1627.879113,8949.000000
1630.883915,8803.000000
1633.884303,8571.000000
1636.880274,8278.000000
1639.871830,8184.000000
1642.858971,7884.000000
1646.834956,7691.000000
1649.811793,7554.000000
1652.784214,7234.000000
1655.752220,7174.000000
1658.715810,6817.000000
1661.674984,6519.000000
1664.629742,6425.000000
1667.580085,6084.000000
1670.526013,5683.000000
1673.467524,5174.000000
1677.382671,4532.000000
1680.313879,3959.000000
1683.240672,3412.000000
1686.163049,2830.000000
1689.081010,2552.000000
1691.994556,2266.000000
1694.903686,1810.000000
1697.808400,1484.000000
1700.708699,1324.000000
