Wavelength (nm),Absorbance (AU)
901.663021,0.925129
905.592173,0.926898
909.516909,0.931046
913.437229,0.932362
917.353134,0.933461
921.264622,0.938170
925.171696,0.937777
929.074353,0.938365
932.972595,0.932470
938.163382,0.932345
942.051321,0.931915
945.934844,0.931108
949.813951,0.930187
953.688643,0.928931
957.558919,0.930706
961.424779,0.933048
965.286223,0.934659
969.143252,0.936867
972.995866,0.942742
978.125814,0.946713
981.968124,0.949884
985.806019,0.952253
989.639497,0.954635
993.468560,0.954843
997.293207,0.956572
1001.113439,0.955170
1004.929255,0.955604
1008.740655,0.952245
1012.547640,0.952278
1016.350208,0.949620
1021.413431,0.948692
1025.205697,0.946409
1028.993547,0.945733
1032.776981,0.943802
1036.556000,0.942173
1040.330603,0.941016
1044.100790,0.940179
1047.866561,0.938045
1051.627917,0.937779
1055.384857,0.935485
1060.387242,0.935971
1064.133879,0.936391
1067.876100,0.935732
1071.613906,0.935121
1075.347296,0.934886
1079.076270,0.936233
1082.800829,0.937147
1086.520972,0.936441
1090.236699,0.937418
1093.948010,0.938640
1097.654906,0.938585
1102.590565,0.939949
1106.287158,0.939057
1109.979334,0.939915
1113.667096,0.941700
1117.350441,0.942034
1121.029371,0.945088
1124.703885,0.947857
1128.373984,0.950180
1132.039667,0.954203
1135.700934,0.958527
1140.575755,0.966681
1144.226718,0.971939
1147.873267,0.978597
1151.515399,0.989738
1155.153116,0.996748
1158.786417,1.003381
1162.415303,1.010882
1166.039773,1.017517
1169.659827,1.023232
1173.275465,1.029031
1176.886688,1.033546
1181.694783,1.040724
1185.295703,1.042992
1188.892206,1.048285
1192.484295,1.052229
1196.071967,1.054187
1199.655224,1.054558
1203.234065,1.056449
1206.808491,1.058464
1210.378500,1.057052
1213.944094,1.056118
1218.691351,1.054391
1222.246642,1.053361
1225.797517,1.051488
1229.343977,1.050327
1232.886021,1.047360
1236.423649,1.045995
1239.956861,1.046228
1243.485658,1.044065
1247.010039,1.041770
1250.530005,1.041738
1254.045554,1.040540
1258.726085,1.038739
1262.231332,1.039626
1265.732163,1.039483
1269.228578,1.038804
1272.720577,1.038787
1276.208161,1.037240
1279.691329,1.036945
1283.170082,1.036269
1286.644418,1.034743
1290.114340,1.036159
1294.734032,1.035786
1298.193650,1.035700
1301.648852,1.036364
1305.099639,1.036523
1308.546010,1.039268
1311.987965,1.041278
1315.425504,1.043516
1318.858628,1.046497
1322.287336,1.050844
1325.711628,1.054934
1329.131505,1.061544
1333.684472,1.069563
1337.094045,1.075961
1340.499203,1.083068
1343.899945,1.090382
1347.296272,1.098734
1350.688183,1.105324
1354.075678,1.113808
1357.458757,1.120120
1360.837421,1.126019
1364.211669,1.130502
1367.581501,1.135426
1372.067742,1.142181
1375.427272,1.147001
1378.782385,1.152016
1382.133083,1.155853
1385.479365,1.161765
1388.821231,1.172313
1392.158682,1.180120
1395.491717,1.191360
1398.820337,1.204600
1402.144540,1.217408
1406.569943,1.229285
1409.883843,1.241285
1413.193328,1.246653
1416.498397,1.253995
1419.799051,1.258251
1423.095289,1.262613
1426.387111,1.265227
1429.674517,1.269439
1432.957508,1.271738
1436.236083,1.271871
1439.510242,1.273899
1443.868919,1.273831
1447.132775,1.274095
1450.392216,1.276440
1453.647240,1.276054
1456.897849,1.277313
1460.144043,1.280848
1463.385821,1.278122
1466.623183,1.279848
1469.856129,1.278453
1473.084660,1.278848
1477.382498,1.279618
1480.600726,1.279517
1483.814538,1.280317
1487.023934,1.279400
1490.228914,1.278779
1493.429479,1.277297
1496.625628,1.280286
1499.817361,1.278193
1503.004679,1.278801
1506.187581,1.276131
1509.366067,1.277944
1513.597180,1.277107
1516.765363,1.277406
1519.929131,1.274944
1523.088482,1.275554
1526.243418,1.277508
1529.393939,1.276222
1532.540044,1.276964
1535.681733,1.278938
1538.819006,1.276444
1541.951864,1.276296
1546.122138,1.278861
1549.244693,1.276683
1552.362831,1.277551
1555.476554,1.279477
1558.585862,1.276010
1561.690753,1.277045
1564.791230,1.276828
1567.887290,1.275716
1570.978935,1.277832
1574.066163,1.274046
1577.148977,1.275822
1581.252526,1.278958
1584.325036,1.281881
1587.393130,1.276955
1590.456809,1.273208
1593.516072,1.274917
1596.570919,1.272388
1599.621351,1.271385
1602.667367,1.271378
1605.708967,1.269894
1608.746152,1.271199
1612.788862,1.266711
1615.815744,1.269591
1618.838209,1.267296
1621.856260,1.268131
1624.869894,1.262530
1627.879113,1.263951
1630.883915,1.259836
1633.884303,1.262414
1636.880274,1.257469
1639.871830,1.254174
1642.858971,1.251104
1646.834956,1.254725
1649.811793,1.251684
1652.784214,1.244489
1655.752220,1.238077
1658.715810,1.224863
1661.674984,1.218690
1664.629742,1.193941
1667.580085,1.168551
1670.526013,1.144845
1673.467524,1.113932
1677.382671,1.077401
1680.313879,1.057412
1683.240672,1.042995
1686.163049,1.033149
1689.081010,1.043341
1691.994556,1.044519
1694.903686,1.056750
1697.808400,1.050086
1700.708699,1.046961
