Wavelength (nm),Absorbance (AU)
901.663021,0.903804
905.592173,0.904161
909.516909,0.909574
913.437229,0.906510
917.353134,0.911326
921.264622,0.911399
925.171696,0.909934
929.074353,0.908946
932.972595,0.907910
938.163382,0.909449
942.051321,0.909821
945.934844,0.908238
949.813951,0.908973
953.688643,0.910888
957.558919,0.911913
961.424779,0.913328
965.286223,0.918300
969.143252,0.921736
972.995866,0.927568
978.125814,0.932642
981.968124,0.934889
985.806019,0.939466
989.639497,0.942971
993.468560,0.943196
997.293207,0.944389
1001.113439,0.942548
1004.929255,0.940839
1008.740655,0.939963
1012.547640,0.940320
1016.350208,0.935915
1021.413431,0.935537
1025.205697,0.932432
1028.993547,0.931182
1032.776981,0.929852
1036.556000,0.926543
1040.330603,0.925098
1044.100790,0.926376
1047.866561,0.923874
1051.627917,0.922605
1055.384857,0.921489
1060.387242,0.921616
1064.133879,0.921187
1067.876100,0.921072
1071.613906,0.920420
1075.347296,0.921354
1079.076270,0.920317
1082.800829,0.920457
1086.520972,0.920326
1090.236699,0.921263
1093.948010,0.920955
1097.654906,0.923052
1102.590565,0.923291
1106.287158,0.924591
1109.979334,0.925907
1113.667096,0.926096
1117.350441,0.926540
1121.029371,0.926994
1124.703885,0.929505
1128.373984,0.932644
1132.039667,0.936035
1135.700934,0.940476
1140.575755,0.948902
1144.226718,0.955416
1147.873267,0.965334
1151.515399,0.970688
1155.153116,0.982353
1158.786417,0.988139
1162.415303,0.997447
1166.039773,1.003941
1169.659827,1.011595
1173.275465,1.019840
1176.886688,1.023732
1181.694783,1.031169
1185.295703,1.036804
1188.892206,1.040503
1192.484295,1.044755
1196.071967,1.047764
1199.655224,1.051643
1203.234065,1.051159
1206.808491,1.050662
1210.378500,1.052035
1213.944094,1.054145
1218.691351,1.052795
1222.246642,1.049664
1225.797517,1.046617
1229.343977,1.045226
1232.886021,1.044234
1236.423649,1.043372
1239.956861,1.042250
1243.485658,1.038306
1247.010039,1.039023
1250.530005,1.037804
1254.045554,1.038403
1258.726085,1.037496
1262.231332,1.036513
1265.732163,1.037847
1269.228578,1.036914
1272.720577,1.035368
1276.208161,1.033969
1279.691329,1.034067
1283.170082,1.033483
1286.644418,1.032532
1290.114340,1.032371
1294.734032,1.031768
1298.193650,1.032890
1301.648852,1.033045
1305.099639,1.034861
1308.546010,1.035970
1311.987965,1.038885
1315.425504,1.042545
1318.858628,1.046908
1322.287336,1.051846
1325.711628,1.056737
1329.131505,1.064819
1333.684472,1.075064
1337.094045,1.084319
1340.499203,1.093641
1343.899945,1.104019
1347.296272,1.114634
1350.688183,1.126027
1354.075678,1.136484
1357.458757,1.147559
1360.837421,1.157234
1364.211669,1.166294
1367.581501,1.173228
1372.067742,1.182744
1375.427272,1.188903
1378.782385,1.197295
1382.133083,1.207229
1385.479365,1.219449
1388.821231,1.235951
1392.158682,1.253715
1395.491717,1.274342
1398.820337,1.299060
1402.144540,1.325407
1406.569943,1.356686
1409.883843,1.377952
1413.193328,1.397092
1416.498397,1.415175
1419.799051,1.425326
1423.095289,1.438604
1426.387111,1.444889
1429.674517,1.453117
1432.957508,1.456173
1436.236083,1.458628
1439.510242,1.461064
1443.868919,1.462894
1447.132775,1.466819
1450.392216,1.467650
1453.647240,1.468451
1456.897849,1.467807
1460.144043,1.471892
1463.385821,1.471433
1466.623183,1.470216
1469.856129,1.473759
1473.084660,1.469935
1477.382498,1.473992
1480.600726,1.473962
1483.814538,1.473716
1487.023934,1.472653
1490.228914,1.470948
1493.429479,1.470118
1496.625628,1.470494
1499.817361,1.472999
1503.004679,1.468784
1506.187581,1.468173
1509.366067,1.470755
1513.597180,1.470353
1516.765363,1.469303
1519.929131,1.466295
1523.088482,1.470231
1526.243418,1.469468
1529.393939,1.468325
1532.540044,1.472519
1535.681733,1.473061
1538.819006,1.467126
1541.951864,1.473091
1546.122138,1.471368
1549.244693,1.473960
1552.362831,1.473452
1555.476554,1.469481
1558.585862,1.475552
1561.690753,1.472669
1564.791230,1.472819
1567.887290,1.475100
1570.978935,1.472790
1574.066163,1.476362
1577.148977,1.480194
1581.252526,1.474147
1584.325036,1.472527
1587.393130,1.473714
1590.456809,1.470264
1593.516072,1.474214
1596.570919,1.474572
1599.621351,1.474156
1602.667367,1.468296
1605.708967,1.471419
1608.746152,1.467424
1612.788862,1.462461
1615.815744,1.463929
1618.838209,1.465248
1621.856260,1.468588
1624.869894,1.465806
1627.879113,1.455822
1630.883915,1.457758
1633.884303,1.460557
1636.880274,1.458790
1639.871830,1.452288
1642.858971,1.445938
1646.834956,1.449763
1649.811793,1.441423
1652.784214,1.442352
1655.752220,1.439419
1658.715810,1.423694
1661.674984,1.409802
1664.629742,1.396759
1667.580085,1.373939
1670.526013,1.346151
1673.467524,1.324781
1677.382671,1.293924
1680.313879,1.275659
1683.240672,1.268684
1686.163049,1.255182
1689.081010,1.262243
1691.994556,1.276889
1694.903686,1.292254
1697.808400,1.279453
1700.708699,1.282537
