Wavelength (nm),Reflectance (AU)
901.663021,0.114807
905.592173,0.113716
909.516909,0.110305
913.437229,0.112658
917.353134,0.112060
921.264622,0.110567
925.171696,0.111011
929.074353,0.110569
932.972595,0.110302
938.163382,0.110109
942.051321,0.110239
945.934844,0.109741
949.813951,0.109373
953.688643,0.110000
957.558919,0.109408
961.424779,0.108340
965.286223,0.107497
969.143252,0.106415
972.995866,0.105798
978.125814,0.104251
981.968124,0.103412
985.806019,0.102534
989.639497,0.102359
993.468560,0.101779
997.293207,0.101280
1001.113439,0.101371
1004.929255,0.102476
1008.740655,0.102432
1012.547640,0.102949
1016.350208,0.103170
1021.413431,0.103529
1025.205697,0.103497
1028.993547,0.103870
1032.776981,0.104482
1036.556000,0.105425
1040.330603,0.105245
1044.100790,0.105888
1047.866561,0.106219
1051.627917,0.106133
1055.384857,0.106401
1060.387242,0.106323
1064.133879,0.106612
1067.876100,0.106813
1071.613906,0.107180
1075.347296,0.107035
1079.076270,0.107311
1082.800829,0.107136
1086.520972,0.107069
1090.236699,0.107043
1093.948010,0.106889
1097.654906,0.106772
1102.590565,0.106295
1106.287158,0.106459
1109.979334,0.106118
1113.667096,0.105786
1117.350441,0.105792
1121.029371,0.105297
1124.703885,0.104738
1128.373984,0.103618
1132.039667,0.103275
1135.700934,0.101958
1140.575755,0.100333
1144.226718,0.098561
1147.873267,0.096810
1151.515399,0.095066
1155.153116,0.092988
1158.786417,0.091638
1162.415303,0.089947
1166.039773,0.088147
1169.659827,0.086771
1173.275465,0.085326
1176.886688,0.084745
1181.694783,0.082948
1185.295703,0.081783
1188.892206,0.081076
1192.484295,0.080243
1196.071967,0.079925
1199.655224,0.079272
1203.234065,0.079006
1206.808491,0.079130
1210.378500,0.078988
1213.944094,0.079041
1218.691351,0.079367
1222.246642,0.079248
1225.797517,0.079741
1229.343977,0.079865
1232.886021,0.079887
1236.423649,0.080103
1239.956861,0.080764
1243.485658,0.080562
1247.010039,0.081083
1250.530005,0.081102
1254.045554,0.081538
1258.726085,0.081639
1262.231332,0.081623
1265.732163,0.081638
1269.228578,0.081782
1272.720577,0.081877
1276.208161,0.082237
1279.691329,0.082684
1283.170082,0.082769
1286.644418,0.082809
1290.114340,0.082842
1294.734032,0.083049
1298.193650,0.083398
1301.648852,0.082778
1305.099639,0.082614
1308.546010,0.082641
1311.987965,0.082018
1315.425504,0.081401
1318.858628,0.080741
1322.287336,0.079897
1325.711628,0.078944
1329.131505,0.077915
1333.684472,0.076353
1337.094045,0.074854
1340.499203,0.073406
1343.899945,0.072148
1347.296272,0.070372
1350.688183,0.068756
1354.075678,0.067519
1357.458757,0.066361
1360.837421,0.064977
1364.211669,0.064158
1367.581501,0.063494
1372.067742,0.062188
1375.427272,0.061395
1378.782385,0.060449
1382.133083,0.059729
1385.479365,0.058200
1388.821231,0.056668
1392.158682,0.055110
1395.491717,0.052899
1398.820337,0.050905
1402.144540,0.048698
1406.569943,0.045956
1409.883843,0.044172
1413.193328,0.042418
1416.498397,0.041029
1419.799051,0.039997
1423.095289,0.038700
1426.387111,0.037845
1429.674517,0.037257
1432.957508,0.036783
1436.236083,0.036082
1439.510242,0.036008
1443.868919,0.035835
1447.132775,0.035258
1450.392216,0.035265
1453.647240,0.035219
1456.897849,0.035027
1460.144043,0.035071
1463.385821,0.034793
1466.623183,0.034823
1469.856129,0.034861
1473.084660,0.034652
1477.382498,0.034881
1480.600726,0.034637
1483.814538,0.034847
1487.023934,0.034916
1490.228914,0.035018
1493.429479,0.034996
1496.625628,0.035304
1499.817361,0.035483
1503.004679,0.035505
1506.187581,0.035398
1509.366067,0.035647
1513.597180,0.035877
1516.765363,0.035591
1519.929131,0.035696
1523.088482,0.035872
1526.243418,0.035914
1529.393939,0.036038
1532.540044,0.036017
1535.681733,0.036281
1538.819006,0.036616
1541.951864,0.036229
1546.122138,0.036290
1549.244693,0.036030
1552.362831,0.036015
1555.476554,0.035915
1558.585862,0.036093
1561.690753,0.036131
1564.791230,0.036433
1567.887290,0.036228
1570.978935,0.036265
1574.066163,0.036351
1577.148977,0.036057
1581.252526,0.036378
1584.325036,0.036415
1587.393130,0.036693
1590.456809,0.036582
1593.516072,0.036609
1596.570919,0.036711
1599.621351,0.036853
1602.667367,0.036933
1605.708967,0.037164
1608.746152,0.037458
1612.788862,0.037715
1615.815744,0.038036
1618.838209,0.037778
1621.856260,0.038408
1624.869894,0.038091
1627.879113,0.038395
1630.883915,0.038159
1633.884303,0.038792
1636.880274,0.038724
1639.871830,0.038836
1642.858971,0.039699
1646.834956,0.039587
1649.811793,0.040032
1652.784214,0.040427
1655.752220,0.041622
1658.715810,0.042197
1661.674984,0.043208
1664.629742,0.045242
1667.580085,0.046942
1670.526013,0.049784
1673.467524,0.052763
1677.382671,0.056747
1680.313879,0.058396
1683.240672,0.057883
1686.163049,0.061985
1689.081010,0.058170
1691.994556,0.058064
1694.903686,0.056467
1697.808400,0.055739
1700.708699,0.057832
