Wavelength (nm),Sample Signal (unitless)
901.663021,13015.000000
905.592173,14177.000000
909.516909,15232.000000
913.437229,16549.000000
917.353134,18168.000000
921.264622,19927.000000
925.171696,22142.000000
929.074353,24455.000000
932.972595,27139.000000
938.163382,30165.000000
942.051321,32363.000000
945.934844,34529.000000
949.813951,36676.000000
953.688643,38803.000000
957.558919,40567.000000
961.424779,42085.000000
965.286223,43505.000000
969.143252,44649.000000
972.995866,45196.000000
978.125814,46038.000000
981.968124,46483.000000
985.806019,46920.000000
989.639497,47167.000000
993.468560,47315.000000
997.293207,46925.000000
1001.113439,46832.000000
1004.929255,46498.000000
1008.740655,46612.000000
1012.547640,46458.000000
1016.350208,46630.000000
1021.413431,46693.000000
1025.205697,46869.000000
1028.993547,46959.000000
1032.776981,47269.000000
1036.556000,47618.000000
1040.330603,48026.000000
1044.100790,48401.000000
1047.866561,48934.000000
1051.627917,49244.000000
1055.384857,49800.000000
1060.387242,50137.000000
1064.133879,50383.000000
1067.876100,50740.000000
1071.613906,51062.000000
1075.347296,51347.000000
1079.076270,51492.000000
1082.800829,51660.000000
1086.520972,52009.000000
1090.236699,52062.000000
1093.948010,52163.000000
1097.654906,52424.000000
1102.590565,52504.000000
1106.287158,52762.000000
1109.979334,52839.000000
1113.667096,52783.000000
1117.350441,52891.000000
1121.029371,52722.000000
1124.703885,52590.000000
1128.373984,52471.000000
1132.039667,52176.000000
1135.700934,51815.000000
1140.575755,51141.000000
1144.226718,50774.000000
1147.873267,50273.000000
1151.515399,49286.000000
1155.153116,48810.000000
1158.786417,48407.000000
1162.415303,47934.000000
1166.039773,47646.000000
1169.659827,47467.000000
1173.275465,47316.000000
1176.886688,47341.000000
1181.694783,47336.000000
1185.295703,47737.000000
1188.892206,47787.000000
1192.484295,47988.000000
1196.071967,48454.000000
1199.655224,49145.000000
1203.234065,49611.000000
1206.808491,50151.000000
1210.378500,51130.000000
1213.944094,52039.000000
1218.691351,53266.000000
1222.246642,54160.000000
1225.797517,55233.000000
1229.343977,56191.000000
1232.886021,57320.000000
1236.423649,58276.000000
1239.956861,59015.000000
1243.485658,60010.000000
1247.010039,60999.000000
1250.530005,61649.000000
1254.045554,62420.000000
1258.726085,63486.000000
1262.231332,63963.000000
1265.732163,64641.000000
1269.228578,65334.000000
1272.720577,65933.000000
1276.208161,66665.000000
1279.691329,67243.000000
1283.170082,67891.000000
1286.644418,68580.000000
1290.114340,68726.000000
1294.734032,69283.000000
1298.193650,69613.000000
1301.648852,69736.000000
1305.099639,69909.000000
1308.546010,69671.000000
1311.987965,69502.000000
1315.425504,69252.000000
1318.858628,68854.000000
1322.287336,68177.000000
1325.711628,67567.000000
1329.131505,66550.000000
1333.684472,65307.000000
1337.094045,64317.000000
1340.499203,63196.000000
1343.899945,62014.000000
1347.296272,60727.000000
1350.688183,59716.000000
1354.075678,58361.000000
1357.458757,57346.000000
1360.837421,56378.000000
1364.211669,55644.000000
1367.581501,54882.000000
1372.067742,53795.000000
1375.427272,52884.000000
1378.782385,51834.000000
1382.133083,50821.000000
1385.479365,49607.000000
1388.821231,48048.000000
1392.158682,46992.000000
1395.491717,45703.000000
1398.820337,44323.000000
1402.144540,43058.000000
1406.569943,41925.000000
1409.883843,40795.000000
1413.193328,40281.000000
1416.498397,39607.000000
1419.799051,39280.000000
1423.095289,38934.000000
1426.387111,38714.000000
1429.674517,38399.000000
1432.957508,38258.000000
1436.236083,38294.000000
1439.510242,38190.000000
1443.868919,38266.000000
1447.132775,38283.000000
1450.392216,38114.000000
1453.647240,38181.000000
1456.897849,38076.000000
1460.144043,37733.000000
1463.385821,37918.000000
1466.623183,37679.000000
1469.856129,37685.000000
1473.084660,37538.000000
1477.382498,37296.000000
1480.600726,37166.000000
1483.814538,36933.000000
1487.023934,36816.000000
1490.228914,36651.000000
1493.429479,36558.000000
1496.625628,36083.000000
1499.817361,36049.000000
1503.004679,35767.000000
1506.187581,35730.000000
1509.366067,35310.000000
1513.597180,35024.000000
1516.765363,34668.000000
1519.929131,34581.000000
1523.088482,34255.000000
1526.243418,33794.000000
1529.393939,33553.000000
1532.540044,33165.000000
1535.681733,32654.000000
1538.819006,32463.000000
1541.951864,32102.000000
1546.122138,31380.000000
1549.244693,31106.000000
1552.362831,30601.000000
1555.476554,29990.000000
1558.585862,29763.000000
1561.690753,29196.000000
1564.791230,28726.000000
1567.887290,28331.000000
1570.978935,27721.000000
1574.066163,27476.000000
1577.148977,26878.000000
1581.252526,26068.000000
1584.325036,25426.000000
1587.393130,25239.000000
1590.456809,24965.000000
1593.516072,24360.000000
1596.570919,24043.000000
1599.621351,23597.000000
1602.667367,23119.000000
1605.708967,22723.000000
1608.746152,22174.000000
1612.788862,21748.000000
1615.815744,21108.000000
1618.838209,20737.000000
1621.856260,20189.000000
1624.869894,19950.000000
1627.879113,19394.000000
1630.883915,19092.000000
1633.884303,18472.000000
1636.880274,18188.000000
1639.871830,17838.000000
1642.858971,17472.000000
1646.834956,16620.000000
1649.811793,16211.000000
1652.784214,15891.000000
1655.752220,15456.000000
1658.715810,15133.000000
1661.674984,14399.000000
1664.629742,14049.000000
1667.580085,13452.000000
1670.526013,12587.000000
1673.467524,11786.000000
1677.382671,10428.000000
1680.313879,9286.000000
1683.240672,8140.000000
1686.163049,7088.000000
1689.081010,5923.000000
1691.994556,5097.000000
1694.903686,4286.000000
1697.808400,3768.000000
1700.708699,3332.000000
