Wavelength (nm),Reflectance (AU)
901.663021,0.132381
905.592173,0.130794
909.516909,0.130150
913.437229,0.128623
917.353134,0.129433
921.264622,0.128481
925.171696,0.128362
929.074353,0.128152
932.972595,0.128175
938.163382,0.128339
942.051321,0.128644
945.934844,0.128835
949.813951,0.128592
953.688643,0.128245
957.558919,0.127879
961.424779,0.127383
965.286223,0.126416
969.143252,0.124958
972.995866,0.123723
978.125814,0.122619
981.968124,0.121699
985.806019,0.120776
989.639497,0.120451
993.468560,0.119834
997.293207,0.119681
1001.113439,0.120188
1004.929255,0.120080
1008.740655,0.120278
1012.547640,0.120780
1016.350208,0.121228
1021.413431,0.122229
1025.205697,0.121920
1028.993547,0.122944
1032.776981,0.123631
1036.556000,0.123635
1040.330603,0.124083
1044.100790,0.124151
1047.866561,0.124697
1051.627917,0.125284
1055.384857,0.125275
1060.387242,0.125323
1064.133879,0.125650
1067.876100,0.125677
1071.613906,0.126036
1075.347296,0.126509
1079.076270,0.126576
1082.800829,0.126393
1086.520972,0.126224
1090.236699,0.126389
1093.948010,0.126452
1097.654906,0.126660
1102.590565,0.126313
1106.287158,0.126008
1109.979334,0.126242
1113.667096,0.125976
1117.350441,0.125776
1121.029371,0.124709
1124.703885,0.125042
1128.373984,0.123894
1132.039667,0.123099
1135.700934,0.122119
1140.575755,0.120276
1144.226718,0.118650
1147.873267,0.116325
1151.515399,0.114862
1155.153116,0.112441
1158.786417,0.110746
1162.415303,0.109226
1166.039773,0.107495
1169.659827,0.106242
1173.275465,0.105068
1176.886688,0.103776
1181.694783,0.102236
1185.295703,0.101492
1188.892206,0.100293
1192.484295,0.099957
1196.071967,0.099654
1199.655224,0.099194
1203.234065,0.099108
1206.808491,0.098925
1210.378500,0.099270
1213.944094,0.099478
1218.691351,0.099770
1222.246642,0.100228
1225.797517,0.100754
1229.343977,0.100808
1232.886021,0.101127
1236.423649,0.101422
1239.956861,0.102004
1243.485658,0.102039
1247.010039,0.102388
1250.530005,0.102330
1254.045554,0.102579
1258.726085,0.102649
1262.231332,0.102836
1265.732163,0.102812
1269.228578,0.103031
1272.720577,0.103125
1276.208161,0.103133
1279.691329,0.103634
1283.170082,0.103219
1286.644418,0.103849
1290.114340,0.103741
1294.734032,0.103677
1298.193650,0.103748
1301.648852,0.103416
1305.099639,0.103417
1308.546010,0.103070
1311.987965,0.102341
1315.425504,0.101895
1318.858628,0.100921
1322.287336,0.099930
1325.711628,0.099004
1329.131505,0.097764
1333.684472,0.095334
1337.094045,0.093982
1340.499203,0.092151
1343.899945,0.090608
1347.296272,0.088819
1350.688183,0.087037
1354.075678,0.085127
1357.458757,0.083588
1360.837421,0.082279
1364.211669,0.081071
1367.581501,0.080064
1372.067742,0.078649
1375.427272,0.077812
1378.782385,0.076915
1382.133083,0.075540
1385.479365,0.073979
1388.821231,0.071791
1392.158682,0.070041
1395.491717,0.067417
1398.820337,0.064914
1402.144540,0.062586
1406.569943,0.059802
1409.883843,0.057713
1413.193328,0.056173
1416.498397,0.054467
1419.799051,0.053523
1423.095289,0.052447
1426.387111,0.051873
1429.674517,0.051105
1432.957508,0.050741
1436.236083,0.050182
1439.510242,0.049941
1443.868919,0.049485
1447.132775,0.049342
1450.392216,0.049243
1453.647240,0.048898
1456.897849,0.048757
1460.144043,0.048826
1463.385821,0.048386
1466.623183,0.048660
1469.856129,0.048649
1473.084660,0.048513
1477.382498,0.048417
1480.600726,0.048630
1483.814538,0.048648
1487.023934,0.048471
1490.228914,0.048655
1493.429479,0.048715
1496.625628,0.048648
1499.817361,0.048773
1503.004679,0.048956
1506.187581,0.049031
1509.366067,0.048977
1513.597180,0.049137
1516.765363,0.049292
1519.929131,0.049148
1523.088482,0.049109
1526.243418,0.049704
1529.393939,0.049394
1532.540044,0.049361
1535.681733,0.049271
1538.819006,0.049297
1541.951864,0.049283
1546.122138,0.049436
1549.244693,0.049413
1552.362831,0.049420
1555.476554,0.049438
1558.585862,0.049265
1561.690753,0.049140
1564.791230,0.049339
1567.887290,0.049432
1570.978935,0.049250
1574.066163,0.049175
1577.148977,0.049546
1581.252526,0.048999
1584.325036,0.049449
1587.393130,0.049345
1590.456809,0.049221
1593.516072,0.049639
1596.570919,0.049766
1599.621351,0.049778
1602.667367,0.050268
1605.708967,0.050610
1608.746152,0.050541
1612.788862,0.050740
1615.815744,0.050769
1618.838209,0.051060
1621.856260,0.051739
1624.869894,0.051425
1627.879113,0.051528
1630.883915,0.051902
1633.884303,0.051655
1636.880274,0.052443
1639.871830,0.052989
1642.858971,0.052470
1646.834956,0.053213
1649.811793,0.053287
1652.784214,0.054082
1655.752220,0.054527
1658.715810,0.056427
1661.674984,0.057819
1664.629742,0.061017
1667.580085,0.064511
1670.526013,0.068760
1673.467524,0.073479
1677.382671,0.082239
1680.313879,0.086268
1683.240672,0.089139
1686.163049,0.091174
1689.081010,0.089371
1691.994556,0.090363
1694.903686,0.087341
1697.808400,0.086530
1700.708699,0.084525
