Wavelength (nm),Reflectance (AU)
901.663021,0.163958
905.592173,0.162369
909.516909,0.163384
913.437229,0.162099
917.353134,0.162351
921.264622,0.161005
925.171696,0.161406
929.074353,0.162111
932.972595,0.163072
938.163382,0.164983
942.051321,0.165742
945.934844,0.167150
949.813951,0.167901
953.688643,0.168138
957.558919,0.168177
961.424779,0.168533
965.286223,0.168251
969.143252,0.167146
972.995866,0.166100
978.125814,0.164695
981.968124,0.163761
985.806019,0.162603
989.639497,0.161452
993.468560,0.160589
997.293207,0.160199
1001.113439,0.160771
1004.929255,0.161557
1008.740655,0.161958
1012.547640,0.162170
1016.350208,0.162923
1021.413431,0.163671
1025.205697,0.164063
1028.993547,0.164085
1032.776981,0.164754
1036.556000,0.165598
1040.330603,0.166397
1044.100790,0.166066
1047.866561,0.166948
1051.627917,0.167106
1055.384857,0.167167
1060.387242,0.167503
1064.133879,0.167871
1067.876100,0.167441
1071.613906,0.168061
1075.347296,0.167563
1079.076270,0.167478
1082.800829,0.167365
1086.520972,0.167127
1090.236699,0.167613
1093.948010,0.167169
1097.654906,0.167169
1102.590565,0.167034
1106.287158,0.166659
1109.979334,0.166177
1113.667096,0.165996
1117.350441,0.165683
1121.029371,0.164601
1124.703885,0.164195
1128.373984,0.162865
1132.039667,0.161456
1135.700934,0.159730
1140.575755,0.157123
1144.226718,0.154852
1147.873267,0.152006
1151.515399,0.148748
1155.153116,0.145922
1158.786417,0.143187
1162.415303,0.140026
1166.039773,0.137454
1169.659827,0.135260
1173.275465,0.132678
1176.886688,0.130038
1181.694783,0.126622
1185.295703,0.124584
1188.892206,0.123503
1192.484295,0.122105
1196.071967,0.121178
1199.655224,0.120669
1203.234065,0.119944
1206.808491,0.119674
1210.378500,0.119737
1213.944094,0.119800
1218.691351,0.120869
1222.246642,0.121495
1225.797517,0.122150
1229.343977,0.123200
1232.886021,0.123840
1236.423649,0.124285
1239.956861,0.124835
1243.485658,0.124613
1247.010039,0.125376
1250.530005,0.125790
1254.045554,0.125699
1258.726085,0.125790
1262.231332,0.125856
1265.732163,0.125908
1269.228578,0.126023
1272.720577,0.126502
1276.208161,0.126770
1279.691329,0.127028
1283.170082,0.127368
1286.644418,0.127574
1290.114340,0.127511
1294.734032,0.127775
1298.193650,0.127924
1301.648852,0.127971
1305.099639,0.127854
1308.546010,0.127419
1311.987965,0.126893
1315.425504,0.126383
1318.858628,0.125038
1322.287336,0.123831
1325.711628,0.122296
1329.131505,0.120338
1333.684472,0.117834
1337.094045,0.115337
1340.499203,0.112902
1343.899945,0.110031
1347.296272,0.107343
1350.688183,0.103969
1354.075678,0.100911
1357.458757,0.098047
1360.837421,0.095429
1364.211669,0.093108
1367.581501,0.091444
1372.067742,0.089662
1375.427272,0.088139
1378.782385,0.086468
1382.133083,0.084702
1385.479365,0.081996
1388.821231,0.079068
1392.158682,0.075333
1395.491717,0.071629
1398.820337,0.067045
1402.144540,0.062617
1406.569943,0.055741
1409.883843,0.050530
1413.193328,0.046066
1416.498397,0.041556
1419.799051,0.037588
1423.095289,0.034782
1426.387111,0.031938
1429.674517,0.029910
1432.957508,0.028071
1436.236083,0.026374
1439.510242,0.025713
1443.868919,0.024618
1447.132775,0.023696
1450.392216,0.023215
1453.647240,0.022658
1456.897849,0.022043
1460.144043,0.021784
1463.385821,0.021538
1466.623183,0.021156
1469.856129,0.021028
1473.084660,0.020731
1477.382498,0.020603
1480.600726,0.020619
1483.814538,0.020443
1487.023934,0.020591
1490.228914,0.020598
1493.429479,0.020394
1496.625628,0.020712
1499.817361,0.020830
1503.004679,0.021124
1506.187581,0.021242
1509.366067,0.021422
1513.597180,0.021584
1516.765363,0.021535
1519.929131,0.021704
1523.088482,0.021869
1526.243418,0.021956
1529.393939,0.022125
1532.540044,0.022245
1535.681733,0.021959
1538.819006,0.022297
1541.951864,0.022363
1546.122138,0.022293
1549.244693,0.022355
1552.362831,0.022050
1555.476554,0.022326
1558.585862,0.021712
1561.690753,0.022125
1564.791230,0.022159
1567.887290,0.022249
1570.978935,0.021978
1574.066163,0.022104
1577.148977,0.022459
1581.252526,0.022366
1584.325036,0.022438
1587.393130,0.022535
1590.456809,0.023253
1593.516072,0.023094
1596.570919,0.023858
1599.621351,0.024056
1602.667367,0.024563
1605.708967,0.024862
1608.746152,0.025481
1612.788862,0.025657
1615.815744,0.026085
1618.838209,0.027083
1621.856260,0.026760
1624.869894,0.027709
1627.879113,0.027750
1630.883915,0.028233
1633.884303,0.029156
1636.880274,0.029738
1639.871830,0.030031
1642.858971,0.029603
1646.834956,0.031766
1649.811793,0.032205
1652.784214,0.033166
1655.752220,0.033440
1658.715810,0.034685
1661.674984,0.035921
1664.629742,0.038679
1667.580085,0.040866
1670.526013,0.045390
1673.467524,0.048873
1677.382671,0.053882
1680.313879,0.057518
1683.240672,0.061844
1686.163049,0.060835
1689.081010,0.062097
1691.994556,0.061659
1694.903686,0.060050
1697.808400,0.063875
1700.708699,0.060875
