Wavelength (nm),Reflectance (AU)
901.663021,0.103725
905.592173,0.102932
909.516909,0.102318
913.437229,0.102907
917.353134,0.101333
921.264622,0.101402
925.171696,0.101363
929.074353,0.101610
932.972595,0.102213
938.163382,0.103058
942.051321,0.102768
945.934844,0.104242
949.813951,0.103856
953.688643,0.104269
957.558919,0.104030
961.424779,0.104224
965.286223,0.103591
969.143252,0.102396
972.995866,0.102013
978.125814,0.100992
981.968124,0.099836
985.806019,0.099443
989.639497,0.098958
993.468560,0.098571
997.293207,0.098112
1001.113439,0.098641
1004.929255,0.098996
1008.740655,0.099398
1012.547640,0.099747
1016.350208,0.099960
1021.413431,0.100390
1025.205697,0.100700
1028.993547,0.101595
1032.776981,0.101400
1036.556000,0.102223
1040.330603,0.102051
1044.100790,0.102492
1047.866561,0.102521
1051.627917,0.102683
1055.384857,0.102739
1060.387242,0.103332
1064.133879,0.103427
1067.876100,0.103360
1071.613906,0.103108
1075.347296,0.103093
1079.076270,0.102779
1082.800829,0.103142
1086.520972,0.103227
1090.236699,0.103150
1093.948010,0.102932
1097.654906,0.102595
1102.590565,0.102619
1106.287158,0.102759
1109.979334,0.102178
1113.667096,0.102136
1117.350441,0.102002
1121.029371,0.101517
1124.703885,0.100849
1128.373984,0.100357
1132.039667,0.099286
1135.700934,0.098726
1140.575755,0.097303
1144.226718,0.095859
1147.873267,0.094794
1151.515399,0.092938
1155.153116,0.091265
1158.786417,0.089213
1162.415303,0.087670
1166.039773,0.085947
1169.659827,0.084936
1173.275465,0.083885
1176.886688,0.082528
1181.694783,0.081043
1185.295703,0.080155
1188.892206,0.079039
1192.484295,0.078083
1196.071967,0.077824
1199.655224,0.077452
1203.234065,0.076813
1206.808491,0.076843
1210.378500,0.076847
1213.944094,0.077125
1218.691351,0.077386
1222.246642,0.077716
1225.797517,0.077930
1229.343977,0.078217
1232.886021,0.078413
1236.423649,0.078961
1239.956861,0.079161
1243.485658,0.079449
1247.010039,0.079613
1250.530005,0.079510
1254.045554,0.079701
1258.726085,0.079524
1262.231332,0.079452
1265.732163,0.079814
1269.228578,0.079897
1272.720577,0.079596
1276.208161,0.080032
1279.691329,0.080536
1283.170082,0.080522
1286.644418,0.080878
1290.114340,0.080879
1294.734032,0.080574
1298.193650,0.080710
1301.648852,0.080505
1305.099639,0.080293
1308.546010,0.080216
1311.987965,0.080249
1315.425504,0.079672
1318.858628,0.079292
1322.287336,0.078612
1325.711628,0.077638
1329.131505,0.076472
1333.684472,0.074750
1337.094045,0.073528
1340.499203,0.072063
1343.899945,0.070426
1347.296272,0.068880
1350.688183,0.067171
1354.075678,0.065739
1357.458757,0.064210
1360.837421,0.063329
1364.211669,0.062117
1367.581501,0.061206
1372.067742,0.060009
1375.427272,0.059132
1378.782385,0.058060
1382.133083,0.057245
1385.479365,0.056041
1388.821231,0.054597
1392.158682,0.052834
1395.491717,0.051165
1398.820337,0.048751
1402.144540,0.046971
1406.569943,0.043826
1409.883843,0.041123
1413.193328,0.038723
1416.498397,0.036792
1419.799051,0.035041
1423.095289,0.033694
1426.387111,0.032440
1429.674517,0.031484
1432.957508,0.030565
1436.236083,0.029849
1439.510242,0.029566
1443.868919,0.029174
1447.132775,0.028970
1450.392216,0.028572
1453.647240,0.028404
1456.897849,0.028320
1460.144043,0.028219
1463.385821,0.028010
1466.623183,0.028177
1469.856129,0.027964
1473.084660,0.027872
1477.382498,0.027910
1480.600726,0.028225
1483.814538,0.028238
1487.023934,0.028178
1490.228914,0.028302
1493.429479,0.028441
1496.625628,0.028570
1499.817361,0.028878
1503.004679,0.028446
1506.187581,0.028821
1509.366067,0.028907
1513.597180,0.029199
1516.765363,0.029043
1519.929131,0.028928
1523.088482,0.029307
1526.243418,0.029378
1529.393939,0.029424
1532.540044,0.029455
1535.681733,0.029395
1538.819006,0.029472
1541.951864,0.029689
1546.122138,0.030013
1549.244693,0.029964
1552.362831,0.029705
1555.476554,0.029748
1558.585862,0.029664
1561.690753,0.029959
1564.791230,0.029891
1567.887290,0.029839
1570.978935,0.029900
1574.066163,0.029802
1577.148977,0.029500
1581.252526,0.030160
1584.325036,0.030024
1587.393130,0.030463
1590.456809,0.030044
1593.516072,0.030894
1596.570919,0.031011
1599.621351,0.030951
1602.667367,0.031630
1605.708967,0.031708
1608.746152,0.031548
1612.788862,0.032077
1615.815744,0.032467
1618.838209,0.032243
1621.856260,0.032779
1624.869894,0.032693
1627.879113,0.033248
1630.883915,0.033359
1633.884303,0.033842
1636.880274,0.033594
1639.871830,0.034283
1642.858971,0.034261
1646.834956,0.035353
1649.811793,0.035567
1652.784214,0.036682
1655.752220,0.036861
1658.715810,0.037051
1661.674984,0.039216
1664.629742,0.041061
1667.580085,0.043539
1670.526013,0.047189
1673.467524,0.050335
1677.382671,0.055920
1680.313879,0.060594
1683.240672,0.063102
1686.163049,0.065070
1689.081010,0.063411
1691.994556,0.062597
1694.903686,0.065455
1697.808400,0.066074
1700.708699,0.062303
