Wavelength (nm),Sample Signal (unitless)
901.663021,12761.000000
905.592173,14053.000000
909.516909,15237.000000
913.437229,16758.000000
917.353134,18401.000000
921.264622,20839.000000
925.171696,22843.000000
929.074353,25825.000000
932.972595,28465.000000
938.163382,32403.000000
942.051321,35074.000000
945.934844,37488.000000
949.813951,40329.000000
953.688643,42696.000000
957.558919,45207.000000
961.424779,47328.000000
965.286223,49059.000000
969.143252,50659.000000
972.995866,51605.000000
978.125814,52717.000000
981.968124,53455.000000
985.806019,54180.000000
989.639497,54583.000000
993.468560,54488.000000
997.293207,54616.000000
1001.113439,54614.000000
1004.929255,54655.000000
1008.740655,54715.000000
1012.547640,54700.000000
1016.350208,54935.000000
1021.413431,55416.000000
1025.205697,55764.000000
1028.993547,56120.000000
1032.776981,56476.000000
1036.556000,57231.000000
1040.330603,57682.000000
1044.100790,58522.000000
1047.866561,58975.000000
1051.627917,59666.000000
1055.384857,60332.000000
1060.387242,60918.000000
1064.133879,61243.000000
1067.876100,61933.000000
1071.613906,62129.000000
1075.347296,62635.000000
1079.076270,62970.000000
1082.800829,63506.000000
1086.520972,63625.000000
1090.236699,64013.000000
1093.948010,64336.000000
1097.654906,64523.000000
1102.590565,64836.000000
1106.287158,65157.000000
1109.979334,65061.000000
1113.667096,65258.000000
1117.350441,65160.000000
1121.029371,64982.000000
1124.703885,65154.000000
1128.373984,64756.000000
1132.039667,64405.000000
1135.700934,63808.000000
1140.575755,62722.000000
1144.226718,62391.000000
1147.873267,61187.000000
1151.515399,60168.000000
1155.153116,59304.000000
1158.786417,58251.000000
1162.415303,57402.000000
1166.039773,56701.000000
1169.659827,56093.000000
1173.275465,55594.000000
1176.886688,55275.000000
1181.694783,54649.000000
1185.295703,54605.000000
1188.892206,54796.000000
1192.484295,54845.000000
1196.071967,55221.000000
1199.655224,55760.000000
1203.234065,56327.000000
1206.808491,57214.000000
1210.378500,57780.000000
1213.944094,58965.000000
1218.691351,60682.000000
1222.246642,62207.000000
1225.797517,63625.000000
1229.343977,65053.000000
1232.886021,66612.000000
1236.423649,67733.000000
1239.956861,69061.000000
1243.485658,70090.000000
1247.010039,71533.000000
1250.530005,72478.000000
1254.045554,73506.000000
1258.726085,74842.000000
1262.231332,75514.000000
1265.732163,76624.000000
1269.228578,77476.000000
1272.720577,78302.000000
1276.208161,79441.000000
1279.691329,80355.000000
1283.170082,81393.000000
1286.644418,82373.000000
1290.114340,82911.000000
1294.734032,83858.000000
1298.193650,84406.000000
1301.648852,84535.000000
1305.099639,84629.000000
1308.546010,84435.000000
1311.987965,84279.000000
1315.425504,83942.000000
1318.858628,83300.000000
1322.287336,82427.000000
1325.711628,81501.000000
1329.131505,80286.000000
1333.684472,78374.000000
1337.094045,76557.000000
1340.499203,74614.000000
1343.899945,72636.000000
1347.296272,70323.000000
1350.688183,68071.000000
1354.075678,65960.000000
1357.458757,64073.000000
1360.837421,62197.000000
1364.211669,60861.000000
1367.581501,59451.000000
1372.067742,57834.000000
1375.427272,56410.000000
1378.782385,54865.000000
1382.133083,53219.000000
1385.479365,51224.000000
1388.821231,49061.000000
1392.158682,46789.000000
1395.491717,44179.000000
1398.820337,41571.000000
1402.144540,39046.000000
1406.569943,35192.000000
1409.883843,32351.000000
1413.193328,30102.000000
1416.498397,27971.000000
1419.799051,26409.000000
1423.095289,24992.000000
1426.387111,23908.000000
1429.674517,23238.000000
1432.957508,22516.000000
1436.236083,22042.000000
1439.510242,21837.000000
1443.868919,21527.000000
1447.132775,21496.000000
1450.392216,21380.000000
1453.647240,21055.000000
1456.897849,20992.000000
1460.144043,20987.000000
1463.385821,21019.000000
1466.623183,20727.000000
1469.856129,20763.000000
1473.084660,20702.000000
1477.382498,20530.000000
1480.600726,20509.000000
1483.814538,20287.000000
1487.023934,20281.000000
1490.228914,20093.000000
1493.429479,20107.000000
1496.625628,20132.000000
1499.817361,20222.000000
1503.004679,20033.000000
1506.187581,19999.000000
1509.366067,19851.000000
1513.597180,19944.000000
1516.765363,19516.000000
1519.929131,19585.000000
1523.088482,19475.000000
1526.243418,19336.000000
1529.393939,19062.000000
1532.540044,19065.000000
1535.681733,18941.000000
1538.819006,18941.000000
1541.951864,18539.000000
1546.122138,18349.000000
1549.244693,17956.000000
1552.362831,17736.000000
1555.476554,17518.000000
1558.585862,17225.000000
1561.690753,17023.000000
1564.791230,16792.000000
1567.887290,16493.000000
1570.978935,16103.000000
1574.066163,15885.000000
1577.148977,15831.000000
1581.252526,15485.000000
1584.325036,15296.000000
1587.393130,14818.000000
1590.456809,14990.000000
1593.516072,14585.000000
1596.570919,14336.000000
1599.621351,14404.000000
1602.667367,13990.000000
1605.708967,14045.000000
1608.746152,13610.000000
1612.788862,13515.000000
1615.815744,13493.000000
1618.838209,12995.000000
1621.856260,13073.000000
1624.869894,12654.000000
1627.879113,12636.000000
1630.883915,12511.000000
1633.884303,12177.000000
1636.880274,12068.000000
1639.871830,11704.000000
1642.858971,11629.000000
1646.834956,11564.000000
1649.811793,11125.000000
1652.784214,10969.000000
1655.752220,10695.000000
1658.715810,10426.000000
1661.674984,10039.000000
1664.629742,9518.000000
1667.580085,9221.000000
1670.526013,8663.000000
1673.467524,8123.000000
1677.382671,7106.000000
1680.313879,6250.000000
1683.240672,5442.000000
1686.163049,4560.000000
1689.081010,4044.000000
1691.994556,3172.000000
1694.903686,2946.000000
1697.808400,2561.000000
1700.708699,2178.000000
