Wavelength (nm),Reflectance (AU)
901.663021,0.085047
905.592173,0.084953
909.516909,0.084212
913.437229,0.085671
917.353134,0.084678
921.264622,0.085108
925.171696,0.084565
929.074353,0.084032
932.972595,0.084590
938.163382,0.086021
942.051321,0.087064
945.934844,0.087171
949.813951,0.086629
953.688643,0.087353
957.558919,0.087398
961.424779,0.086695
965.286223,0.086165
969.143252,0.085772
972.995866,0.085509
978.125814,0.083920
981.968124,0.083133
985.806019,0.082712
989.639497,0.082102
993.468560,0.081496
997.293207,0.081494
1001.113439,0.081352
1004.929255,0.081816
1008.740655,0.082180
1012.547640,0.081886
1016.350208,0.082206
1021.413431,0.082748
1025.205697,0.083344
1028.993547,0.083404
1032.776981,0.083951
1036.556000,0.084111
1040.330603,0.084149
1044.100790,0.084488
1047.866561,0.084462
1051.627917,0.084809
1055.384857,0.085089
1060.387242,0.085364
1064.133879,0.084803
1067.876100,0.085973
1071.613906,0.085719
1075.347296,0.086126
1079.076270,0.085904
1082.800829,0.085827
1086.520972,0.085743
1090.236699,0.086089
1093.948010,0.085697
1097.654906,0.085957
1102.590565,0.085759
1106.287158,0.085687
1109.979334,0.085522
1113.667096,0.085276
1117.350441,0.085480
1121.029371,0.085019
1124.703885,0.084359
1128.373984,0.083742
1132.039667,0.082979
1135.700934,0.082402
1140.575755,0.081184
1144.226718,0.079591
1147.873267,0.078223
1151.515399,0.076867
1155.153116,0.075284
1158.786417,0.073332
1162.415303,0.072423
1166.039773,0.070835
1169.659827,0.069761
1173.275465,0.068786
1176.886688,0.067501
1181.694783,0.066115
1185.295703,0.065084
1188.892206,0.064400
1192.484295,0.064138
1196.071967,0.063964
1199.655224,0.063648
1203.234065,0.063437
1206.808491,0.063455
1210.378500,0.063460
1213.944094,0.063120
1218.691351,0.063264
1222.246642,0.063687
1225.797517,0.064226
1229.343977,0.064487
1232.886021,0.064511
1236.423649,0.064469
1239.956861,0.065114
1243.485658,0.065461
1247.010039,0.065475
1250.530005,0.065365
1254.045554,0.065399
1258.726085,0.065254
1262.231332,0.065244
1265.732163,0.065352
1269.228578,0.065523
1272.720577,0.065380
1276.208161,0.065624
1279.691329,0.065857
1283.170082,0.065610
1286.644418,0.065750
1290.114340,0.065813
1294.734032,0.065865
1298.193650,0.066138
1301.648852,0.065940
1305.099639,0.066184
1308.546010,0.066088
1311.987965,0.065868
1315.425504,0.065171
1318.858628,0.064711
1322.287336,0.064164
1325.711628,0.063507
1329.131505,0.062733
1333.684472,0.061541
1337.094045,0.060639
1340.499203,0.059600
1343.899945,0.058425
1347.296272,0.056915
1350.688183,0.055510
1354.075678,0.054243
1357.458757,0.053160
1360.837421,0.052370
1364.211669,0.051424
1367.581501,0.050755
1372.067742,0.050381
1375.427272,0.049721
1378.782385,0.049308
1382.133083,0.048415
1385.479365,0.047425
1388.821231,0.046826
1392.158682,0.045940
1395.491717,0.044553
1398.820337,0.043211
1402.144540,0.042196
1406.569943,0.040625
1409.883843,0.039276
1413.193328,0.038057
1416.498397,0.036945
1419.799051,0.036241
1423.095289,0.035513
1426.387111,0.034758
1429.674517,0.034782
1432.957508,0.034332
1436.236083,0.033846
1439.510242,0.033889
1443.868919,0.033977
1447.132775,0.033768
1450.392216,0.033596
1453.647240,0.033532
1456.897849,0.033387
1460.144043,0.033390
1463.385821,0.033304
1466.623183,0.033229
1469.856129,0.033606
1473.084660,0.033341
1477.382498,0.033614
1480.600726,0.033375
1483.814538,0.033685
1487.023934,0.033768
1490.228914,0.033798
1493.429479,0.033608
1496.625628,0.033610
1499.817361,0.033705
1503.004679,0.033681
1506.187581,0.033510
1509.366067,0.034120
1513.597180,0.033834
1516.765363,0.034018
1519.929131,0.034230
1523.088482,0.034335
1526.243418,0.034081
1529.393939,0.034090
1532.540044,0.034608
1535.681733,0.034437
1538.819006,0.034515
1541.951864,0.034406
1546.122138,0.034563
1549.244693,0.034952
1552.362831,0.034584
1555.476554,0.034754
1558.585862,0.034931
1561.690753,0.035304
1564.791230,0.035038
1567.887290,0.034924
1570.978935,0.035207
1574.066163,0.035514
1577.148977,0.035417
1581.252526,0.035362
1584.325036,0.035778
1587.393130,0.035836
1590.456809,0.035969
1593.516072,0.036236
1596.570919,0.036040
1599.621351,0.036511
1602.667367,0.036613
1605.708967,0.037005
1608.746152,0.036820
1612.788862,0.037404
1615.815744,0.037287
1618.838209,0.037705
1621.856260,0.037981
1624.869894,0.038047
1627.879113,0.038572
1630.883915,0.038311
1633.884303,0.038878
1636.880274,0.038806
1639.871830,0.039182
1642.858971,0.040078
1646.834956,0.039912
1649.811793,0.040325
1652.784214,0.040631
1655.752220,0.041872
1658.715810,0.042776
1661.674984,0.044383
1664.629742,0.046662
1667.580085,0.050059
1670.526013,0.054019
1673.467524,0.059277
1677.382671,0.065365
1680.313879,0.070558
1683.240672,0.072560
1686.163049,0.073423
1689.081010,0.075711
1691.994556,0.077206
1694.903686,0.073194
1697.808400,0.074871
1700.708699,0.071542
