Wavelength (nm),Absorbance (AU)
901.663021,0.928243
905.592173,0.932509
909.516909,0.933591
913.437229,0.934625
917.353134,0.940935
921.264622,0.941429
925.171696,0.944198
929.074353,0.942954
932.972595,0.947531
938.163382,0.944033
942.051321,0.942648
945.934844,0.946248
949.813951,0.946881
953.688643,0.946122
957.558919,0.949209
961.424779,0.952830
965.286223,0.954428
969.143252,0.957004
972.995866,0.961776
978.125814,0.968672
981.968124,0.973045
985.806019,0.976571
989.639497,0.977480
993.468560,0.979486
997.293207,0.983104
1001.113439,0.982013
1004.929255,0.981683
1008.740655,0.982184
1012.547640,0.980889
1016.350208,0.980936
1021.413431,0.979824
1025.205697,0.977122
1028.993547,0.977707
1032.776981,0.976142
1036.556000,0.972620
1040.330603,0.970750
1044.100790,0.968667
1047.866561,0.966582
1051.627917,0.965256
1055.384857,0.965794
1060.387242,0.961149
1064.133879,0.960886
1067.876100,0.958883
1071.613906,0.957047
1075.347296,0.954496
1079.076270,0.954377
1082.800829,0.953779
1086.520972,0.952647
1090.236699,0.951060
1093.948010,0.949874
1097.654906,0.949270
1102.590565,0.949322
1106.287158,0.947955
1109.979334,0.948690
1113.667096,0.948116
1117.350441,0.948695
1121.029371,0.948305
1124.703885,0.950433
1128.373984,0.949990
1132.039667,0.953579
1135.700934,0.956053
1140.575755,0.961960
1144.226718,0.967802
1147.873267,0.973334
1151.515399,0.981162
1155.153116,0.987026
1158.786417,0.992816
1162.415303,1.000762
1166.039773,1.006519
1169.659827,1.011649
1173.275465,1.017322
1176.886688,1.024288
1181.694783,1.030452
1185.295703,1.034612
1188.892206,1.038153
1192.484295,1.042546
1196.071967,1.045017
1199.655224,1.046356
1203.234065,1.048203
1206.808491,1.049337
1210.378500,1.051021
1213.944094,1.050966
1218.691351,1.049018
1222.246642,1.048386
1225.797517,1.046788
1229.343977,1.044844
1232.886021,1.042455
1236.423649,1.043935
1239.956861,1.041828
1243.485658,1.042396
1247.010039,1.041108
1250.530005,1.040373
1254.045554,1.041697
1258.726085,1.040872
1262.231332,1.042289
1265.732163,1.040627
1269.228578,1.042274
1272.720577,1.039868
1276.208161,1.039363
1279.691329,1.038977
1283.170082,1.037852
1286.644418,1.038093
1290.114340,1.036924
1294.734032,1.037803
1298.193650,1.036887
1301.648852,1.037068
1305.099639,1.037798
1308.546010,1.039336
1311.987965,1.040273
1315.425504,1.042789
1318.858628,1.045225
1322.287336,1.047785
1325.711628,1.053573
1329.131505,1.058974
1333.684472,1.067513
1337.094045,1.073523
1340.499203,1.081620
1343.899945,1.089662
1347.296272,1.099221
1350.688183,1.108733
1354.075678,1.116930
1357.458757,1.125224
1360.837421,1.132405
1364.211669,1.138688
1367.581501,1.144001
1372.067742,1.150297
1375.427272,1.155359
1378.782385,1.162635
1382.133083,1.167361
1385.479365,1.175534
1388.821231,1.184337
1392.158682,1.196257
1395.491717,1.209494
1398.820337,1.223085
1402.144540,1.240418
1406.569943,1.263419
1409.883843,1.280462
1413.193328,1.301342
1416.498397,1.319382
1419.799051,1.333304
1423.095289,1.348662
1426.387111,1.361187
1429.674517,1.369943
1432.957508,1.377281
1436.236083,1.389292
1439.510242,1.395281
1443.868919,1.403678
1447.132775,1.407206
1450.392216,1.412061
1453.647240,1.417086
1456.897849,1.416961
1460.144043,1.419090
1463.385821,1.420582
1466.623183,1.419897
1469.856129,1.422663
1473.084660,1.426857
1477.382498,1.427445
1480.600726,1.428487
1483.814538,1.429496
1487.023934,1.429246
1490.228914,1.425393
1493.429479,1.431277
1496.625628,1.429926
1499.817361,1.427134
1503.004679,1.424128
1506.187581,1.426336
1509.366067,1.426186
1513.597180,1.424750
1516.765363,1.424550
1519.929131,1.422158
1523.088482,1.420333
1526.243418,1.421278
1529.393939,1.419450
1532.540044,1.421085
1535.681733,1.418310
1538.819006,1.424710
1541.951864,1.425046
1546.122138,1.424665
1549.244693,1.424193
1552.362831,1.425508
1555.476554,1.425208
1558.585862,1.428358
1561.690753,1.426314
1564.791230,1.426731
1567.887290,1.430042
1570.978935,1.431587
1574.066163,1.431398
1577.148977,1.430576
1581.252526,1.433922
1584.325036,1.431573
1587.393130,1.432898
1590.456809,1.435491
1593.516072,1.432963
1596.570919,1.435183
1599.621351,1.429557
1602.667367,1.426315
1605.708967,1.428308
1608.746152,1.426684
1612.788862,1.428589
1615.815744,1.429209
1618.838209,1.425739
1621.856260,1.427055
1624.869894,1.421870
1627.879113,1.422476
1630.883915,1.422290
1633.884303,1.426392
1636.880274,1.423447
1639.871830,1.423166
1642.858971,1.424482
1646.834956,1.419519
1649.811793,1.415702
1652.784214,1.410050
1655.752220,1.405489
1658.715810,1.402881
1661.674984,1.386417
1664.629742,1.369616
1667.580085,1.340306
1670.526013,1.312496
1673.467524,1.286957
1677.382671,1.239901
1680.313879,1.228111
1683.240672,1.214047
1686.163049,1.201167
1689.081010,1.211981
1691.994556,1.198679
1694.903686,1.201664
1697.808400,1.207233
1700.708699,1.252858
